feature1,feature2,label
22254.73936524648,198.64999999999998,0
22279.63790758264,195.29999999999995,0
22205.97703503986,197.60000000000002,0
22244.599653950656,196.60000000000002,0
22264.578158458928,197.44999999999993,0
22232.501138131902,196.79999999999995,0
22263.56323522603,197.10000000000002,0
22286.377744945963,198.19999999999993,0
22284.63517695951,196.69999999999993,0
22263.375890141,196.19999999999993,0
22239.20912751272,195.85000000000002,0
22246.820932808343,196.64999999999998,0
22220.224671919128,197.44999999999993,0
22259.076287586286,197.44999999999993,0
22197.049684780923,198.79999999999995,0
22247.443498774384,195.44999999999993,0
22249.969060215095,198.89999999999998,0
22247.705239239665,197.89999999999998,0
22240.5530744071,195.64999999999998,0
22249.132191350644,195.5,0
22235.658186169785,197.10000000000002,0
22284.674946313655,196.39999999999998,0
22264.66211506112,195.75,0
22277.77975058166,196.79999999999995,0
22285.258265170465,197.14999999999998,0
22197.326244336407,197.75,0
22250.79759482804,197.10000000000002,0
22217.22852914799,198.0,0
22234.295763635397,198.60000000000002,0
22273.913651818162,197.79999999999995,0
22199.493447031367,198.35000000000002,0
22282.36616794366,196.75,0
22205.075360462757,196.35000000000002,0
22208.941811135017,198.54999999999995,0
22217.640221460664,195.79999999999995,0
22234.289249925012,195.44999999999993,0
22265.6544907043,196.5,0
29.39330770308152,4.550000000000068,1
2299.9881374850393,217.05000000000007,0
2288.926753556607,198.5,0
4712.0860684648505,127.89999999999998,0
4687.278457293929,140.25,0
4706.6773065122925,128.94999999999993,0
4688.121003855635,132.25,0
4657.117894539908,143.54999999999995,0
4732.616408515611,137.94999999999993,0
4741.986627057429,127.0,0
4693.736539925614,137.29999999999995,0
4669.720997164883,146.79999999999995,0
4696.186755697192,121.89999999999998,0
4750.721780970423,154.14999999999998,0
4668.549063476601,149.89999999999998,0
4732.7254299964825,138.75,0
4737.723459520052,131.89999999999998,0
4663.807948618729,133.79999999999995,0
4683.423494651803,133.14999999999998,0
4714.766113086704,136.39999999999998,0
4673.344145028028,150.35000000000002,0
4730.124210366108,132.79999999999995,0
4752.141800646019,129.60000000000002,0
4684.936472985919,139.19999999999993,0
4672.703929628264,121.94999999999993,0
4670.571120085528,142.85000000000002,0
4725.988076124815,134.35000000000002,0
4709.936934825928,130.89999999999998,0
4715.022546722783,137.89999999999998,0
4664.305856365598,150.29999999999995,0
4661.602342723985,139.39999999999998,0
4669.269121789004,134.44999999999993,0
4684.349412039892,136.79999999999995,0
4747.431726366363,131.25,0
4753.592296460523,143.04999999999995,0
4670.036289296628,140.94999999999993,0
4730.827206286365,133.35000000000002,0
4746.5875618857735,124.5,0
4664.135378156707,118.79999999999995,0
4749.604901586357,135.79999999999995,0
4694.445927492414,139.35000000000002,0
4665.025590931355,133.14999999999998,0
4679.753312842133,137.89999999999998,0
4750.406974815689,128.75,0
4675.237031329332,133.39999999999998,0
4697.886556810925,115.19999999999993,0
4721.095298532851,126.0,0
4728.36207746718,150.5,0
4661.890991972603,121.60000000000002,0
4677.780951102961,130.39999999999998,0
4727.679519944782,145.94999999999993,0
4753.236723623435,120.44999999999993,0
4675.77511440546,147.25,0
4695.587622051553,136.44999999999993,0
4750.376687652939,138.04999999999995,0
4706.263677999612,138.35000000000002,0
4728.408003738592,145.64999999999998,0
4673.477410234009,135.04999999999995,0
4719.579212725128,131.79999999999995,0
4656.905660756051,130.75,0
4677.4751432330395,126.29999999999995,0
4736.150192426672,139.94999999999993,0
4665.892290216601,115.60000000000002,0
4727.421247427872,125.5,0
4684.940444226768,139.85000000000002,0
4662.913722910336,126.10000000000002,0
4750.244107926392,144.04999999999995,0
4664.738930134899,146.35000000000002,0
4723.593875611743,143.44999999999993,0
4712.830530953053,140.85000000000002,0
4678.684905340013,127.14999999999998,0
4667.432437770145,134.85000000000002,0
4748.308509649891,133.89999999999998,0
4656.462807991924,139.29999999999995,0
4710.5089737042035,122.04999999999995,0
4707.452413234259,141.10000000000002,0
4667.9101758408,121.94999999999993,0
4654.6794300605325,146.69999999999993,0
4743.122561960103,138.29999999999995,0
4695.287527574294,130.54999999999995,0
4705.574590062799,128.85000000000002,0
4730.76412799402,129.44999999999993,0
4743.890947468108,131.44999999999993,0
4744.960677109175,125.69999999999993,0
4691.807944749535,133.44999999999993,0
4654.457349131015,122.75,0
4712.648582139105,136.29999999999995,0
4662.986749586935,144.60000000000002,0
4734.964727552575,131.29999999999995,0
4712.804719104848,137.85000000000002,0
4695.940354536666,125.89999999999998,0
4694.580644805863,143.54999999999995,0
4679.893884845784,127.5,0
4749.097657539653,135.64999999999998,0
4664.094851149432,128.25,0
4727.577735219431,129.35000000000002,0
4654.580140036396,141.29999999999995,0
4740.229338452573,140.0,0
4707.085483525967,145.29999999999995,0
4678.371402233914,134.64999999999998,0
4732.483180281044,127.85000000000002,0
4713.3990766203915,133.35000000000002,0
4747.529125800804,127.54999999999995,0
4720.131177020765,131.39999999999998,0
4717.412392235157,135.39999999999998,0
4699.572726998413,146.89999999999998,0
4667.055955939484,135.29999999999995,0
4740.571532671953,133.39999999999998,0
4747.229533770815,141.60000000000002,0
4706.316386432434,141.25,0
4719.954145746859,142.54999999999995,0
4676.553580826965,128.64999999999998,0
4736.2137526099905,137.35000000000002,0
4682.038290006487,133.14999999999998,0
4663.510066348379,140.64999999999998,0
4672.805227374236,131.25,0
4745.689939080272,127.19999999999993,0
4676.991300579752,141.69999999999993,0
4661.885795781385,149.29999999999995,0
4743.204915417515,122.94999999999993,0
4740.307728585411,150.10000000000002,0
4672.175944797924,141.0,0
4750.15850621873,133.75,0
4731.536473703985,142.89999999999998,0
4741.807849695795,140.14999999999998,0
4654.278797498695,149.14999999999998,0
4689.15314851881,131.44999999999993,0
4662.665953385969,132.60000000000002,0
4749.496651433163,144.19999999999993,0
4714.846935520556,133.85000000000002,0
4676.28612628898,135.19999999999993,0
4749.2574699679935,137.44999999999993,0
4721.466385072428,137.0,0
4677.538049807348,129.29999999999995,0
4673.680171145317,136.39999999999998,0
4691.07740839116,137.5,0
4660.296087943716,140.35000000000002,0
4655.549307063175,124.69999999999993,0
4745.410291334143,126.79999999999995,0
4683.970589804445,119.54999999999995,0
4750.301710471016,131.44999999999993,0
4746.424323132584,124.60000000000002,0
4693.558268426763,130.94999999999993,0
4748.573883656516,141.85000000000002,0
4684.352838139148,118.0,0
4709.507628982847,130.54999999999995,0
4713.573903569559,142.0,0
4687.010858395935,136.14999999999998,0
4669.310408562051,128.69999999999993,0
4698.117197148895,143.54999999999995,0
4708.478221046547,142.39999999999998,0
4682.2476953674795,124.60000000000002,0
4687.6029075034385,122.29999999999995,0
4686.071161103773,137.14999999999998,0
4707.41163640836,148.85000000000002,0
4693.628079682623,151.04999999999995,0
4736.32349658702,137.75,0
4665.701422205046,137.64999999999998,0
4724.420802593835,123.94999999999993,0
4661.874103279213,126.04999999999995,0
11447.839140315373,59.5,0
11385.919014061768,60.0,0
11423.370651999066,58.55000000000007,0
11411.623044054475,57.0,0
11472.584765125,58.35000000000002,0
11447.482197927984,58.0,0
11425.261709372171,58.39999999999998,0
11450.076800076811,57.450000000000045,0
11452.040053713506,58.14999999999998,0
11407.805406142998,60.39999999999998,0
11400.72893797377,59.30000000000007,0
11466.554027777536,57.200000000000045,0
11447.292014367653,59.60000000000002,0
11424.820258978798,61.55000000000007,0
11453.305971739504,57.10000000000002,0
11478.204514075664,60.450000000000045,0
11404.543641532884,58.14999999999998,0
11443.166260443679,59.14999999999998,0
11463.14476495195,58.30000000000007,0
11431.067744624925,58.950000000000045,0
11462.129841719052,58.64999999999998,0
11484.944351438986,57.55000000000007,0
11483.201783452532,59.05000000000007,0
11461.942496634023,59.55000000000007,0
11437.775734005743,59.89999999999998,0
11445.387539301366,59.10000000000002,0
11418.79127841215,58.30000000000007,0
11457.642894079308,58.30000000000007,0
11395.616291273946,56.950000000000045,0
11446.010105267407,60.30000000000007,0
11448.535666708118,56.85000000000002,0
11446.271845732688,57.85000000000002,0
11439.119680900123,60.10000000000002,0
11447.698797843666,60.25,0
11434.224792662808,58.64999999999998,0
11483.241552806678,59.35000000000002,0
11463.228721554144,60.0,0
11476.346357074683,58.950000000000045,0
11483.824871663488,58.60000000000002,0
11395.89285082943,58.0,0
11449.364201321063,58.64999999999998,0
11415.795135641012,57.75,0
11432.86237012842,57.14999999999998,0
11472.480258311185,57.950000000000045,0
11398.06005352439,57.39999999999998,0
11480.932774436682,59.0,0
11403.64196695578,59.39999999999998,0
11407.50841762804,57.200000000000045,0
11416.206827953687,59.950000000000045,0
11432.855856418035,60.30000000000007,0
11464.221097197322,59.25,0
2329.381445188121,212.5,0
2318.3200612596884,193.94999999999993,0
4741.479376167932,132.45000000000005,0
4716.6717649970105,144.80000000000007,0
4736.070614215374,133.5,0
4717.514311558716,136.80000000000007,0
4686.511202242989,148.10000000000002,0
4762.009716218692,142.5,0
4771.379934760511,131.55000000000007,0
4723.129847628696,141.85000000000002,0
4699.114304867964,151.35000000000002,0
4725.5800634002735,126.45000000000005,0
4780.115088673505,158.70000000000005,0
4697.942371179683,154.45000000000005,0
4762.118737699564,143.30000000000007,0
4767.116767223133,136.45000000000005,0
4693.20125632181,138.35000000000002,0
4712.816802354884,137.70000000000005,0
4744.159420789785,140.95000000000005,0
4702.737452731109,154.9000000000001,0
4759.5175180691895,137.35000000000002,0
4781.5351083491005,134.1500000000001,0
4714.3297806890005,143.75,0
4702.097237331345,126.5,0
4699.964427788609,147.4000000000001,0
4755.381383827897,138.9000000000001,0
4739.330242529009,135.45000000000005,0
4744.415854425864,142.45000000000005,0
4693.699164068679,154.85000000000002,0
4690.995650427067,143.95000000000005,0
4698.662429492086,139.0,0
4713.742719742973,141.35000000000002,0
4776.825034069445,135.80000000000007,0
4782.985604163605,147.60000000000002,0
4699.429596999709,145.5,0
4760.220513989447,137.9000000000001,0
4775.980869588855,129.05000000000007,0
4693.528685859788,123.35000000000002,0
4778.998209289439,140.35000000000002,0
4723.839235195495,143.9000000000001,0
4694.418898634436,137.70000000000005,0
4709.146620545214,142.45000000000005,0
4779.8002825187705,133.30000000000007,0
4704.630339032414,137.95000000000005,0
4727.2798645140065,119.75,0
4750.488606235933,130.55000000000007,0
4757.755385170261,155.05000000000007,0
4691.284299675684,126.15000000000009,0
4707.174258806042,134.95000000000005,0
4757.072827647864,150.5,0
4782.6300313265165,125.0,0
4705.168422108542,151.80000000000007,0
4724.980929754634,141.0,0
4779.76999535602,142.60000000000002,0
4735.656985702693,142.9000000000001,0
4757.8013114416735,150.20000000000005,0
4702.87071793709,139.60000000000002,0
4748.9725204282095,136.35000000000002,0
4686.298968459132,135.30000000000007,0
4706.868450936121,130.85000000000002,0
4765.543500129754,144.5,0
4695.285597919683,120.15000000000009,0
4756.8145551309535,130.05000000000007,0
4714.333751929849,144.4000000000001,0
4692.307030613418,130.6500000000001,0
4779.637415629473,148.60000000000002,0
4694.132237837981,150.9000000000001,0
4752.9871833148245,148.0,0
4742.223838656135,145.4000000000001,0
4708.078213043094,131.70000000000005,0
4696.825745473227,139.4000000000001,0
4777.701817352972,138.45000000000005,0
4685.856115695005,143.85000000000002,0
4739.902281407285,126.60000000000002,0
4736.845720937341,145.6500000000001,0
4697.303483543881,126.5,0
4684.072737763614,151.25,0
4772.515869663184,142.85000000000002,0
4724.680835277375,135.10000000000002,0
4734.9678977658805,133.4000000000001,0
4760.157435697101,134.0,0
4773.284255171189,136.0,0
4774.353984812256,130.25,0
4721.201252452616,138.0,0
4683.850656834096,127.30000000000007,0
4742.041889842187,140.85000000000002,0
4692.380057290016,149.1500000000001,0
4764.358035255656,135.85000000000002,0
4742.19802680793,142.4000000000001,0
4725.333662239747,130.45000000000005,0
4723.973952508944,148.10000000000002,0
4709.287192548865,132.05000000000007,0
4778.490965242734,140.20000000000005,0
4693.488158852513,132.80000000000007,0
4756.971042922512,133.9000000000001,0
4683.973447739478,145.85000000000002,0
4769.622646155654,144.55000000000007,0
4736.4787912290485,149.85000000000002,0
4707.764709936995,139.20000000000005,0
4761.876487984126,132.4000000000001,0
4742.792384323473,137.9000000000001,0
4776.922433503885,132.10000000000002,0
4749.524484723846,135.95000000000005,0
4746.805699938239,139.95000000000005,0
4728.966034701494,151.45000000000005,0
4696.449263642566,139.85000000000002,0
4769.964840375034,137.95000000000005,0
4776.622841473896,146.1500000000001,0
4735.709694135516,145.80000000000007,0
4749.34745344994,147.10000000000002,0
4705.946888530047,133.20000000000005,0
4765.607060313072,141.9000000000001,0
4711.431597709568,137.70000000000005,0
4692.903374051461,145.20000000000005,0
4702.1985350773175,135.80000000000007,0
4775.083246783353,131.75,0
4706.384608282833,146.25,0
4691.279103484467,153.85000000000002,0
4772.598223120596,127.5,0
4769.701036288492,154.6500000000001,0
4701.569252501005,145.55000000000007,0
4779.551813921811,138.30000000000007,0
4760.929781407067,147.45000000000005,0
4771.201157398877,144.70000000000005,0
4683.6721052017765,153.70000000000005,0
4718.546456221891,136.0,0
4692.059261089051,137.1500000000001,0
4778.889959136244,148.75,0
4744.240243223638,138.4000000000001,0
4705.679433992062,139.75,0
4778.650777671075,142.0,0
4750.85969277551,141.55000000000007,0
4706.93135751043,133.85000000000002,0
4703.073478848399,140.95000000000005,0
4720.470716094242,142.05000000000007,0
4689.6893956467975,144.9000000000001,0
4684.942614766256,129.25,0
4774.803599037225,131.35000000000002,0
4713.363897507526,124.10000000000002,0
4779.695018174098,136.0,0
4775.817630835665,129.1500000000001,0
4722.951576129844,135.5,0
4777.967191359598,146.4000000000001,0
4713.746145842229,122.55000000000007,0
4738.900936685928,135.10000000000002,0
4742.96721127264,146.55000000000007,0
4716.404166099017,140.70000000000005,0
4698.703716265132,133.25,0
4727.510504851976,148.10000000000002,0
4737.871528749629,146.95000000000005,0
4711.641003070561,129.1500000000001,0
4716.99621520652,126.85000000000002,0
4715.464468806855,141.70000000000005,0
4736.804944111442,153.4000000000001,0
4723.021387385705,155.60000000000002,0
4765.716804290101,142.30000000000007,0
4695.094729908127,142.20000000000005,0
4753.814110296917,128.5,0
4691.267410982295,130.60000000000002,0
11477.232448018454,54.94999999999993,0
11415.31232176485,55.44999999999993,0
11452.763959702148,54.0,0
11441.016351757557,52.44999999999993,0
11501.978072828082,53.799999999999955,0
11476.875505631066,53.44999999999993,0
11454.655017075253,53.84999999999991,0
11479.470107779893,52.89999999999998,0
11481.433361416588,53.59999999999991,0
11437.198713846079,55.84999999999991,0
11430.122245676852,54.75,0
11495.947335480618,52.64999999999998,0
11476.685322070734,55.049999999999955,0
11454.21356668188,57.0,0
11482.699279442586,52.549999999999955,0
11507.597821778745,55.89999999999998,0
11433.936949235966,53.59999999999991,0
11472.55956814676,54.59999999999991,0
11492.538072655032,53.75,0
11460.461052328006,54.39999999999998,0
11491.523149422133,54.09999999999991,0
11514.337659142067,53.0,0
11512.595091155614,54.5,0
11491.335804337104,55.0,0
11467.169041708825,55.34999999999991,0
11474.780847004447,54.549999999999955,0
11448.184586115232,53.75,0
11487.03620178239,53.75,0
11425.009598977027,52.39999999999998,0
11475.403412970489,55.75,0
11477.9289744112,52.299999999999955,0
11475.66515343577,53.299999999999955,0
11468.512988603205,55.549999999999955,0
11477.092105546748,55.69999999999993,0
11463.61810036589,54.09999999999991,0
11512.63486050976,54.799999999999955,0
11492.622029257225,55.44999999999993,0
11505.739664777764,54.39999999999998,0
11513.21817936657,54.049999999999955,0
11425.286158532512,53.44999999999993,0
11478.757509024144,54.09999999999991,0
11445.188443344094,53.19999999999993,0
11462.255677831501,52.59999999999991,0
11501.873566014267,53.39999999999998,0
11427.453361227472,52.84999999999991,0
11510.326082139763,54.44999999999993,0
11433.035274658861,54.84999999999991,0
11436.901725331121,52.64999999999998,0
11445.600135656769,55.39999999999998,0
11462.249164121116,55.75,0
11493.614404900403,54.69999999999993,0
11.061383928432406,18.550000000000068,1
2412.0979309798113,344.95000000000005,0
2387.2903198088898,357.30000000000007,0
2406.6891690272532,346.0,0
2388.1328663705954,349.30000000000007,0
2357.1297570548686,360.6,0
2432.6282710305713,355.0,0
2441.99848957239,344.05000000000007,0
2393.748402440575,354.35,0
2369.7328596798434,363.85,0
2396.1986182121527,338.95000000000005,0
2450.733643485384,371.20000000000005,0
2368.560925991562,366.95000000000005,0
2432.7372925114432,355.80000000000007,0
2437.7353220350124,348.95000000000005,0
2363.8198111336897,350.85,0
2383.4353571667634,350.20000000000005,0
2414.7779756016644,353.45000000000005,0
2373.3560075429887,367.4000000000001,0
2430.1360728810687,349.85,0
2452.1536631609797,346.6500000000001,0
2384.9483355008797,356.25,0
2372.7157921432245,339.0,0
2370.5829826004883,359.9000000000001,0
2425.999938639776,351.4000000000001,0
2409.9487973408886,347.95000000000005,0
2415.0344092377436,354.95000000000005,0
2364.3177188805585,367.35,0
2361.614205238946,356.45000000000005,0
2369.280984303965,351.5,0
2384.3612745548526,353.85,0
2447.443588881324,348.30000000000007,0
2453.604158975484,360.1,0
2370.0481518115885,358.0,0
2430.839068801326,350.4000000000001,0
2446.5994244007343,341.55000000000007,0
2364.1472406716675,335.85,0
2449.616764101318,352.85,0
2394.4577900073746,356.4000000000001,0
2365.0374534463153,350.20000000000005,0
2379.7651753570935,354.95000000000005,0
2450.4188373306497,345.80000000000007,0
2375.248893844293,350.45000000000005,0
2397.8984193258857,332.25,0
2421.107161047812,343.05000000000007,0
2428.3739399821407,367.55000000000007,0
2361.9028544875637,338.6500000000001,0
2377.7928136179216,347.45000000000005,0
2427.691382459743,363.0,0
2453.2485861383957,337.5,0
2375.786976920421,364.30000000000007,0
2395.5994845665136,353.5,0
2450.3885501678997,355.1,0
2406.2755405145726,355.4000000000001,0
2428.4198662535528,362.70000000000005,0
2373.4892727489696,352.1,0
2419.5910752400887,348.85,0
2356.9175232710113,347.80000000000007,0
2377.4870057480002,343.35,0
2436.162054941633,357.0,0
2365.904152731562,332.6500000000001,0
2427.4331099428327,342.55000000000007,0
2384.9523067417285,356.9000000000001,0
2362.925585425297,343.1500000000001,0
2450.2559704413525,361.1,0
2364.75079264986,363.4000000000001,0
2423.6057381267037,360.5,0
2412.842393468014,357.9000000000001,0
2378.6967678549736,344.20000000000005,0
2367.444300285106,351.9000000000001,0
2448.3203721648515,350.95000000000005,0
2356.4746705068846,356.35,0
2410.5208362191643,339.1,0
2407.46427574922,358.1500000000001,0
2367.9220383557604,339.0,0
2354.691292575493,363.75,0
2443.1344244750635,355.35,0
2395.2993900892543,347.6,0
2405.5864525777597,345.9000000000001,0
2430.7759905089806,346.5,0
2443.9028099830684,348.5,0
2444.9725396241356,342.75,0
2391.8198072644955,350.5,0
2354.4692116459755,339.80000000000007,0
2412.660444654066,353.35,0
2362.9986121018956,361.6500000000001,0
2434.9765900675357,348.35,0
2412.816581619809,354.9000000000001,0
2395.9522170516266,342.95000000000005,0
2394.5925073208236,360.6,0
2379.9057473607445,344.55000000000007,0
2449.1095200546133,352.70000000000005,0
2364.1067136643924,345.30000000000007,0
2427.5895977343916,346.4000000000001,0
2354.592002551357,358.35,0
2440.2412009675336,357.05000000000007,0
2407.0973460409277,362.35,0
2378.3832647488744,351.70000000000005,0
2432.495042796005,344.9000000000001,0
2413.4109391353522,350.4000000000001,0
2447.5409883157645,344.6,0
2420.1430395357256,348.45000000000005,0
2417.424254750118,352.45000000000005,0
2399.5845895133734,363.95000000000005,0
2367.067818454445,352.35,0
2440.5833951869135,350.45000000000005,0
2447.2413962857754,358.6500000000001,0
2406.328248947395,358.30000000000007,0
2419.9660082618193,359.6,0
2376.565443341926,345.70000000000005,0
2436.225615124951,354.4000000000001,0
2382.0501525214477,350.20000000000005,0
2363.52192886334,357.70000000000005,0
2372.8170898891967,348.30000000000007,0
2445.7018015952326,344.25,0
2377.0031630947124,358.75,0
2361.897658296346,366.35,0
2443.2167779324755,340.0,0
2440.3195911003713,367.1500000000001,0
2372.1878073128846,358.05000000000007,0
2450.1703687336903,350.80000000000007,0
2431.548336218946,359.95000000000005,0
2441.819712210756,357.20000000000005,0
2354.2906600136557,366.20000000000005,0
2389.1650110337705,348.5,0
2362.67781590093,349.6500000000001,0
2449.5085139481234,361.25,0
2414.858798035517,350.9000000000001,0
2376.297988803941,352.25,0
2449.2693324829543,354.5,0
2421.478247587389,354.05000000000007,0
2377.549912322309,346.35,0
2373.692033660278,353.45000000000005,0
2391.089270906121,354.55000000000007,0
2360.3079504586767,357.4000000000001,0
2355.5611695781354,341.75,0
2445.422153849104,343.85,0
2383.9824523194056,336.6,0
2450.313572985977,348.5,0
2446.4361856475443,341.6500000000001,0
2393.5701309417236,348.0,0
2448.585746171477,358.9000000000001,0
2384.3647006541087,335.05000000000007,0
2409.5194914978074,347.6,0
2413.5857660845195,359.05000000000007,0
2387.022720910896,353.20000000000005,0
2369.3222710770115,345.75,0
2398.1290596638555,360.6,0
2408.490083561508,359.45000000000005,0
2382.2595578824403,341.6500000000001,0
2387.614770018399,339.35,0
2386.083023618734,354.20000000000005,0
2407.423498923321,365.9000000000001,0
2393.639942197584,368.1,0
2436.3353591019804,354.80000000000007,0
2365.7132847200064,354.70000000000005,0
2424.432665108796,341.0,0
2361.885965794174,343.1,0
9147.851002830334,157.55000000000007,0
9085.93087657673,157.05000000000007,0
9123.382514514027,158.5,0
9111.634906569436,160.05000000000007,0
9172.596627639961,158.70000000000005,0
9147.494060442945,159.05000000000007,0
9125.273571887132,158.6500000000001,0
9150.088662591772,159.60000000000002,0
9152.051916228467,158.9000000000001,0
9107.817268657958,156.6500000000001,0
9100.740800488731,157.75,0
9166.565890292497,159.85000000000002,0
9147.303876882614,157.45000000000005,0
9124.832121493759,155.5,0
9153.317834254465,159.95000000000005,0
9178.216376590624,156.60000000000002,0
9104.555504047845,158.9000000000001,0
9143.17812295864,157.9000000000001,0
9163.156627466911,158.75,0
9131.079607139885,158.10000000000002,0
9162.141704234013,158.4000000000001,0
9184.956213953947,159.5,0
9183.213645967493,158.0,0
9161.954359148984,157.5,0
9137.787596520704,157.1500000000001,0
9145.399401816327,157.95000000000005,0
9118.803140927112,158.75,0
9157.65475659427,158.75,0
9095.628153788906,160.10000000000002,0
9146.021967782368,156.75,0
9148.547529223079,160.20000000000005,0
9146.283708247649,159.20000000000005,0
9139.131543415084,156.95000000000005,0
9147.710660358627,156.80000000000007,0
9134.236655177769,158.4000000000001,0
