start_time,flow_packet_num,flow_size,mean_packet_size_32,mean_packet_size_20,mean_packet_size_16,mean_packet_size_8,mean_packet_size_4,coflow_id
15571.802613460488,52570,27929858,534.65625,532.05,530.0,521.125,523.25,4
15615.468413909519,52532,27930141,525.625,519.55,521.5,525.5,537.25,4
15544.71890286503,52550,27928488,526.09375,526.9,527.875,524.5,543.0,4
15587.956537969023,52591,27957800,533.25,535.85,530.5625,542.75,556.75,4
15579.58035028656,52603,27960421,528.3125,531.65,537.625,531.125,533.25,4
15594.444938325732,52605,27961672,528.0,525.5,529.125,551.75,543.75,4
15553.342631449332,52638,27967905,535.09375,532.6,538.9375,538.125,537.75,4
15537.90092818157,52598,27960313,538.25,537.75,537.875,549.625,549.75,4
15552.771564511062,52572,27944963,537.3125,543.15,545.0,545.25,563.5,4
15617.45533472121,52621,27964288,528.90625,527.65,529.8125,538.0,558.25,4
15572.81361832019,52546,27932791,534.59375,531.2,532.375,509.875,520.5,4
15565.528569400527,52615,27970254,541.90625,538.05,535.6875,557.25,555.25,4
15535.799591451618,52588,27940058,538.21875,537.45,537.8125,552.25,559.75,4
15565.849604458073,52594,27949649,536.0625,532.75,527.1875,527.625,531.0,4
15597.553976869443,52481,27905567,530.71875,534.8,532.5625,519.625,525.5,4
15567.443967867757,52664,28011589,542.90625,542.85,542.1875,535.875,526.25,4
15580.562197994936,52601,27958533,526.0,527.3,521.8125,522.875,534.5,4
15563.611544544876,52626,27981641,542.96875,540.8,547.4375,549.0,552.75,4
15542.407069176106,52578,27942074,543.21875,544.1,550.0,544.125,528.75,4
15594.570151511369,52631,27969751,527.21875,532.25,534.6875,527.0,524.75,4
15580.75087034744,52633,27969212,539.34375,544.7,542.5625,515.75,523.0,4
15564.504453562566,52549,27940868,531.28125,527.4,523.9375,526.375,520.75,4
15576.704012266968,52560,27942867,527.15625,519.1,514.9375,515.25,521.5,4
15599.51869243776,52609,27956399,538.1875,539.25,534.9375,527.5,500.75,4
15615.40721757163,52543,27926253,529.8125,528.6,527.8125,548.25,527.5,4
15567.073818514005,52589,27956173,530.375,533.55,533.3125,540.5,534.0,4
15581.250775775214,52603,27960816,530.8125,528.45,532.375,520.375,521.25,4
15618.774558244973,52660,27993419,535.34375,535.35,533.5625,525.5,518.75,4
15546.761205638213,52543,27936530,529.0625,529.55,530.5,541.25,530.5,4
15556.37611459487,52616,27960641,530.28125,534.05,530.0,524.0,524.75,4
15601.849733369045,52604,27937711,523.875,517.5,515.8125,517.75,518.0,4
15625.671578363994,52539,27914755,523.0625,533.75,529.9375,543.625,545.0,4
15619.353589517592,52614,27967669,534.71875,535.95,535.125,528.375,530.25,4
15583.474804255124,52536,27916519,527.0,522.25,528.1875,533.25,537.75,4
15532.778537266004,52585,27948726,530.625,529.05,531.625,535.375,532.0,4
15567.78587844847,52648,27994802,541.875,542.75,542.875,553.75,557.25,4
15535.629012310741,52604,27954848,521.5625,523.85,519.8125,529.125,510.0,4
15607.350206634743,52625,27965035,534.15625,534.85,536.0,534.625,549.75,4
15580.167913639076,52563,27938874,517.28125,512.1,511.75,517.75,520.0,4
15628.717256995566,52643,27984450,540.96875,542.8,545.1875,547.5,541.25,4
15581.652834876972,52642,27970556,524.8125,530.25,535.6875,532.0,510.0,4
15568.61428359483,52517,27922183,525.9375,531.4,527.8125,545.125,565.5,4
15592.553328297525,52642,27978490,534.25,538.6,540.1875,555.5,550.5,4
15567.290578034514,52515,27917349,537.3125,535.6,540.3125,549.25,564.25,4
15559.473691636116,52573,27941218,540.78125,543.05,535.5625,525.875,524.5,4
15630.779533401379,52535,27923369,536.1875,530.45,534.4375,542.75,520.5,4
15535.138900766466,52659,28004837,528.34375,531.35,529.25,525.375,515.0,4
15626.48346623663,52564,27925230,532.90625,530.2,530.8125,524.75,516.75,4
15600.66065771947,52517,27897306,543.34375,544.25,550.125,550.125,537.5,4
15619.524131287813,52617,27976301,531.84375,540.85,547.6875,548.0,542.5,4
15533.146900389966,52585,27946009,533.59375,525.35,534.25,541.875,546.0,4
15603.691929284505,52619,27954284,534.96875,524.75,525.5,525.25,514.5,4
15563.905018964908,52638,27970903,525.0,513.05,511.1875,494.125,503.5,4
15564.759828244936,52613,27944689,533.1875,533.1,526.4375,529.875,530.5,4
15580.96944482014,52611,27969845,534.28125,529.15,529.8125,519.25,535.0,4
15620.179380673108,52526,27916082,530.59375,537.3,540.875,532.875,542.5,4
15627.075457165154,52516,27899809,543.84375,539.1,534.875,546.25,559.75,4
15533.459200378293,52654,27983747,531.03125,536.5,537.375,545.375,558.75,4
15540.413030508758,52578,27944640,538.5,543.2,544.5625,542.0,551.0,4
15565.081461259966,52632,27959889,545.125,545.4,555.5,565.0,555.75,4
15625.820983222038,52597,27940972,533.84375,543.8,550.0625,555.25,537.0,4
15552.43541862061,52576,27949594,522.125,530.35,529.5625,535.5,520.0,4
15545.804079252732,52632,27971187,534.125,534.75,537.75,549.25,547.25,4
15531.486928242814,52579,27946314,529.1875,531.85,530.25,533.125,518.75,4
15588.414962519533,52596,27955408,533.3125,535.9,534.375,543.5,561.25,4
15630.13442573384,52603,27966757,536.59375,537.0,533.3125,537.75,526.75,4
15533.783754454249,52561,27947613,539.03125,533.7,531.375,546.625,549.0,4
15591.51959794867,52619,27951408,530.28125,531.1,535.375,530.5,515.75,4
15581.805729908076,52590,27948243,534.1875,542.7,542.8125,541.125,539.75,4
15577.130057981185,52595,27949601,526.875,527.0,525.9375,529.125,519.75,4
15626.355086761047,52586,27954789,536.0625,529.1,528.25,532.25,517.25,4
15556.298112493554,52560,27930504,530.21875,528.75,528.5625,532.625,557.25,4
15590.625072889028,52640,27983499,531.375,534.3,533.3125,522.125,516.75,4
15599.490845396891,52652,27988627,542.09375,548.5,556.625,570.5,593.25,4
15629.000434439567,52556,27938128,533.6875,540.0,532.6875,523.25,509.25,4
15550.123227773132,52500,27897129,533.6875,523.4,523.0625,517.0,499.0,4
15593.589999383712,52602,27952963,542.09375,548.25,551.0,557.75,553.0,4
15613.953845095426,52575,27953949,528.375,514.4,508.0625,506.125,506.5,4
15607.617541288935,52609,27968132,529.125,524.5,524.1875,518.5,531.75,4
15540.818955762863,52603,27976228,537.5625,538.1,535.5625,536.75,522.5,4
15568.4936326339,52624,27977623,540.15625,537.6,541.25,546.75,529.5,4
15594.463940876318,52557,27928721,523.75,522.75,519.875,520.0,513.5,4
15555.59739850255,52655,27983431,535.46875,533.0,533.125,533.5,532.0,4
15604.570389632292,52576,27932076,535.40625,524.9,520.6875,529.0,542.0,4
15609.593271430458,52624,27950166,535.84375,533.85,529.6875,506.0,510.5,4
15614.040596371191,52568,27936655,540.875,527.4,521.5,514.625,491.75,4
15600.79354693193,52598,27971671,546.0,558.25,554.0625,546.875,544.5,4
15603.470082362222,52598,27960978,532.21875,541.7,550.1875,563.5,578.75,4
15554.140400633656,52638,28001589,532.1875,533.8,534.25,529.125,516.0,4
15541.864108016234,52584,27944313,528.625,527.4,527.8125,539.125,556.5,4
15628.317763540063,52592,27955495,538.34375,534.25,539.8125,536.625,540.75,4
15564.890473130492,52565,27941594,530.25,520.95,526.1875,527.625,530.0,4
15573.402495149716,52586,27933853,524.5625,528.65,527.6875,527.625,505.25,4
15575.572615150017,52586,27944748,531.75,533.05,536.25,530.25,512.75,4
15598.566069213148,52621,27976263,523.9375,521.95,530.1875,517.875,497.75,4
15549.69655648588,52574,27941060,522.875,526.7,527.75,533.375,549.0,4
15571.271477574886,52602,27947956,534.5625,537.2,537.625,540.875,553.0,4
15577.535967068268,52647,27970598,541.3125,543.3,543.4375,550.625,550.0,4
15608.719751365576,52611,27965918,538.75,535.3,538.75,535.75,530.0,4
15597.204246396215,52682,28015476,527.5625,527.25,531.0,538.75,563.25,4
15561.86307557977,52455,27884802,525.6875,517.7,517.875,537.75,539.0,4
15567.411803043118,52568,27944464,524.03125,525.4,523.4375,529.375,520.75,4
15541.648635134925,52607,27965732,527.71875,532.85,532.1875,536.125,550.5,4
15532.951829998241,52535,27921536,524.375,520.75,519.625,509.875,512.0,4
15566.481869668663,52582,27939190,525.84375,522.05,514.375,517.375,497.5,4
15622.16336400266,52612,27972947,528.78125,529.4,530.0,534.75,538.5,4
15600.497214176483,52579,27944189,536.1875,541.85,543.1875,540.5,551.75,4
15539.619079999591,52570,27953311,539.53125,528.95,529.1875,534.125,558.5,4
15577.32961273451,52571,27944516,516.8125,519.05,513.0625,510.25,514.75,4
15612.883324235778,52593,27965516,539.71875,535.8,540.625,536.25,544.5,4
15608.238021040836,52531,27922216,537.8125,543.7,548.1875,550.25,539.75,4
15553.51610617424,52594,27952903,541.125,546.05,543.375,549.0,541.0,4
15557.092739455433,52638,27974798,537.71875,535.8,539.25,527.625,525.75,4
15624.543496376105,52563,27937667,537.84375,535.05,528.375,525.125,529.5,4
15623.65031940122,52525,27915188,541.125,543.05,541.6875,532.625,538.75,4
15630.785183734026,52604,27956456,537.625,535.7,538.625,550.25,544.5,4
15546.867817280381,52533,27920052,525.03125,524.2,526.3125,537.125,548.25,4
15550.118420796614,52572,27947024,523.21875,518.1,519.6875,509.125,510.5,4
15554.641041556968,52639,27971265,541.0,542.2,533.625,528.5,531.5,4
15547.57421063259,52506,27915218,523.90625,525.75,523.75,531.875,550.25,4
15561.884958382843,52555,27923102,524.9375,520.95,512.9375,511.375,524.5,4
15625.01753232312,52663,27997867,522.1875,517.25,511.5,498.375,493.25,4
15615.251887661732,52636,27982095,536.34375,545.15,544.1875,560.25,550.0,4
15599.263622459337,52529,27917926,534.03125,540.4,538.5,504.5,502.25,4
15547.878742765368,52573,27946834,528.5625,535.7,537.125,554.0,546.5,4
15617.725529052852,52656,27983137,537.125,541.25,544.8125,547.25,528.75,4
15537.986388321464,52561,27948944,537.9375,536.0,539.1875,545.625,518.25,4
15557.206907108393,52609,27954683,538.0625,536.25,539.5,550.5,540.25,4
15585.912602753882,52561,27937957,532.34375,536.75,536.8125,536.125,537.25,4
15627.050942530108,52639,27969993,524.40625,523.5,520.8125,528.875,520.0,4
15622.702706492699,52544,27942772,530.125,525.95,524.875,524.5,499.25,4
15590.410497730443,52603,27978568,530.1875,532.7,529.5625,528.625,512.5,4
15613.562943278766,52589,27946711,530.125,525.55,526.875,522.875,530.75,4
15610.6893483469,52573,27952340,529.375,532.45,533.0,539.25,528.0,4
15580.62499297416,52530,27928052,514.15625,513.05,512.5625,510.25,523.0,4
15604.316629591834,52602,27947986,533.40625,533.85,532.875,538.125,538.75,4
15611.802815551397,52577,27943884,534.875,540.15,540.0,550.5,558.5,4
15545.137645912057,52586,27952787,528.78125,533.05,536.875,531.75,547.5,4
15627.549704341262,52546,27918996,525.59375,526.9,525.1875,528.375,525.75,4
15630.769090831154,52623,27958243,534.71875,532.7,534.25,533.375,538.0,4
15590.282433493703,52621,27964749,533.09375,526.4,521.375,504.5,491.0,4
15616.047726744075,52571,27932303,521.0625,515.25,514.0625,504.75,504.5,4
15607.19035407891,52575,27939382,524.1875,521.05,519.6875,505.625,496.0,4
15573.581445612896,52557,27933363,526.6875,533.0,522.6875,531.375,535.0,4
15565.39688350144,52510,27915632,530.96875,534.05,536.5625,523.625,509.5,4
15593.509091308035,52561,27927233,529.65625,524.65,517.0,513.625,519.5,4
15604.138174157111,52599,27953737,533.3125,539.0,535.8125,535.75,538.0,4
15543.821690196486,52598,27946668,537.4375,522.65,525.4375,517.875,505.5,4
15553.527992129995,52579,27937012,534.5625,538.7,544.875,530.75,542.25,4
15586.881159928489,52610,27972511,530.125,526.2,526.0,525.375,502.75,4
15597.985519571748,52552,27927090,518.0625,514.15,520.3125,522.375,513.5,4
15617.803323599052,52619,27974543,521.375,522.45,522.1875,525.625,553.0,4
15596.599163137793,52548,27934043,525.9375,516.75,509.0,513.625,502.25,4
15573.677233835608,52578,27935893,531.65625,535.2,538.8125,553.625,553.25,4
15623.83922650006,52533,27935866,523.8125,529.3,527.8125,514.5,522.5,4
15596.24925417318,52552,27938976,529.21875,527.05,531.0,527.375,533.75,4
15549.502516826848,52585,27961995,525.0,535.2,532.625,556.0,545.75,4
15547.523845192873,52596,27950245,533.78125,533.85,527.5625,553.875,550.0,4
15608.377173850453,52597,27940581,535.28125,537.55,533.8125,541.375,550.25,4
15616.382845584072,52640,27988167,538.90625,535.15,536.4375,550.25,547.0,4
15610.808081809373,52575,27940275,520.125,524.35,523.5625,503.875,503.0,4
15547.697734151656,52637,27975319,532.8125,532.1,526.875,531.125,528.0,4
15538.083422976128,52584,27954607,528.8125,532.75,538.9375,530.875,530.0,4
15563.046424609734,52496,27907843,521.21875,511.5,512.0,513.125,477.0,4
15627.315832165457,52636,27984563,535.15625,534.0,535.625,542.25,543.5,4
15561.935114759019,52512,27916282,535.125,533.05,534.0625,520.125,527.75,4
15618.611015661345,52583,27947801,529.28125,530.55,519.5625,519.5,554.25,4
15574.925337051005,52603,27960358,526.5,519.4,523.25,520.625,527.25,4
15595.312404140857,52600,27964864,542.59375,541.5,547.4375,550.875,568.25,4
15538.793978857248,52642,27984843,539.65625,532.9,537.0625,544.75,561.25,4
15540.230107246824,52634,27982973,532.9375,533.05,536.0,537.125,532.0,4
15623.462975301167,52644,27984902,533.78125,535.05,530.5,515.875,502.0,4
15570.297239780064,52630,27972196,539.46875,536.55,532.8125,525.25,538.0,4
15551.015101746072,52615,27963401,531.75,530.55,538.4375,543.875,556.25,4
15563.834794346823,52590,27940624,529.78125,540.65,545.75,550.875,547.75,4
15564.728095967377,52544,27927132,523.65625,524.05,535.375,526.875,513.75,4
15559.340252032247,52627,27985669,529.59375,524.05,517.125,500.75,497.75,4
15605.90986367942,52585,27947226,536.84375,535.05,538.875,555.125,566.5,4
15535.234691440295,52613,27944494,538.1875,537.5,542.75,562.625,584.25,4
15599.723717745532,52612,27970355,547.875,554.7,557.1875,564.75,551.5,4
15553.675727575566,52611,27961125,537.75,534.65,542.3125,553.375,559.0,4
15597.793588415321,52582,27932940,530.65625,533.95,534.125,520.5,514.25,4
15607.41947551839,52536,27940258,527.375,527.7,528.5,510.75,545.0,4
15559.390448106702,52545,27928235,523.0,517.6,519.1875,515.125,533.5,4
15548.196506326405,52587,27948831,537.84375,539.1,543.8125,543.625,545.5,4
15555.573649785398,52627,27967763,527.71875,527.4,522.625,511.25,504.25,4
15582.550411772942,52630,27968411,531.625,531.35,537.8125,539.0,533.5,4
15611.910523287845,52585,27951701,533.25,536.25,536.875,532.5,532.75,4
15537.154925504552,52615,27957745,535.9375,530.1,538.1875,529.125,540.25,4
15583.536106579353,52609,27962489,525.15625,524.5,524.625,537.875,514.75,4
15567.028187046373,52550,27942408,530.28125,532.35,530.5625,507.25,507.75,4
15546.139349119892,52595,27951357,538.1875,532.85,528.0625,544.25,555.5,4
15532.966831307755,52572,27937491,528.6875,532.85,533.6875,531.75,535.5,4
15612.75556243831,52546,27923049,542.25,537.5,531.8125,524.625,511.25,4
15535.064484489742,52600,27967421,522.125,524.7,521.5,505.375,492.0,4
15571.163148861588,52576,27951211,531.6875,532.45,527.9375,531.125,526.5,4
15569.170869238822,52557,27937452,534.59375,537.95,538.8125,522.625,519.25,4
15590.436815756239,52589,27943890,528.25,532.4,530.4375,534.875,537.5,4
15570.965030317613,52586,27953347,538.65625,540.25,545.25,523.75,524.5,4
15585.350444586122,52640,27980346,529.65625,537.1,541.375,545.0,526.25,4
15600.101062597594,52574,27925045,529.8125,535.75,537.0625,523.5,530.75,4
15593.917443544913,52619,27958919,530.6875,537.4,532.1875,547.125,562.25,4
15546.971076538364,52568,27938018,537.40625,537.45,536.1875,542.375,543.25,4
15584.258644887741,52596,27950151,528.625,520.35,522.5625,526.125,503.75,4
15625.826098143123,52593,27958161,531.34375,532.5,532.625,540.125,529.0,4
15622.01800888121,52561,27930104,533.1875,538.0,533.9375,527.625,528.0,4
15538.232405215958,52535,27917737,535.03125,532.55,531.5,543.375,560.5,4
15551.160304411775,52578,27958646,527.8125,529.1,532.6875,525.375,540.75,4
15602.422299643747,52588,27941085,535.5,539.7,541.125,534.625,537.5,4
15627.025307101121,52559,27924916,529.84375,534.8,535.6875,535.75,529.0,4
15567.932327887887,52639,27970103,529.84375,534.15,536.75,527.625,542.5,4
15606.455787390161,52583,27937892,530.5,518.9,515.5,517.625,538.5,4
15579.586399390795,52588,27948740,530.34375,527.1,533.75,540.875,555.5,4
15583.514910122398,52564,27944411,544.09375,538.95,540.75,533.875,535.25,4
15600.560229908531,52622,27960217,531.71875,535.95,536.875,555.375,559.5,4
15592.505614778984,52571,27937132,529.09375,526.55,526.8125,539.75,542.0,4
15604.602532489824,52578,27942213,528.15625,519.25,526.4375,515.5,525.5,4
15626.722647701801,52633,27965049,530.59375,523.45,526.25,532.625,527.75,4
15604.389937026735,52603,27961663,536.9375,537.5,539.875,533.875,546.5,4
15547.042010557916,52548,27930307,529.28125,523.55,524.375,508.25,526.5,4
15568.260910135363,52624,27969557,526.84375,511.65,506.125,521.875,523.5,4
15594.497811330899,52643,27974249,544.21875,545.0,544.75,536.125,522.25,4
15571.177521927884,52534,27920671,534.0,537.3,541.4375,551.125,562.25,4
15550.996562324306,52574,27948999,517.96875,515.2,516.5,518.75,493.0,4
15545.960088047486,52578,27944682,533.6875,534.5,536.0,544.875,562.25,4
15615.006127057244,52576,27938434,529.4375,521.55,514.875,514.75,499.25,4
15552.331370901395,52628,27966010,529.78125,528.65,534.625,519.25,519.25,4
15578.090785971688,52602,27954844,538.71875,539.45,539.625,533.375,520.5,4
15533.678762799456,52559,27942908,532.90625,534.05,531.125,522.125,499.5,4
15562.39653189882,52584,27947110,531.875,533.8,531.625,528.125,517.75,4
15549.027997072648,52576,27954372,526.84375,521.1,523.1875,533.0,530.0,4
15613.512947825937,52559,27933424,529.6875,536.35,536.4375,534.625,527.5,4
15601.482834297396,52616,27962940,530.375,527.35,524.1875,517.625,517.0,4
15578.942749412316,52589,27959587,542.375,543.7,542.0,556.375,548.5,4
15548.089740816868,52604,27956865,530.15625,531.35,526.3125,532.0,530.5,4
15554.695229251043,52580,27953399,532.0625,539.85,542.375,538.75,539.0,4
15532.234844875351,52551,27929541,532.5625,525.35,520.5,537.625,526.75,4
15615.713487965033,52568,27950257,542.84375,532.55,533.0,539.75,517.25,4
15605.578736314035,52547,27920898,525.59375,526.15,529.375,540.25,553.25,4
15612.58622751325,52571,27929516,537.875,535.4,532.375,521.375,525.5,4
15536.723429480318,52625,27955107,531.15625,534.3,529.3125,512.375,511.0,4
15591.859203401626,52609,27960284,531.375,526.05,524.625,504.125,503.25,4
15609.549087579693,52558,27931884,527.5,527.45,533.4375,533.75,551.5,4
15544.08354579699,52562,27945060,533.4375,533.0,530.5625,524.5,535.0,4
15553.510502223253,52552,27933252,540.0,547.05,550.1875,557.5,567.25,4
15604.1753801085,52630,27984442,525.75,519.15,526.9375,526.0,529.0,4
15620.5354020763,52601,27953271,523.96875,533.4,534.4375,526.25,520.75,4
15539.965380935158,52547,27938499,541.03125,550.15,551.625,566.25,564.25,4
15592.638996814121,52553,27929735,533.96875,534.05,542.3125,555.75,560.75,4
15626.45721371104,52657,27979238,524.28125,526.55,535.1875,535.75,562.25,4
15593.60536792872,52558,27944785,532.1875,533.85,529.4375,534.25,515.0,4
15534.343890808545,52651,27979514,519.4375,524.1,529.5,526.5,529.0,4
15569.83194709574,52508,27904259,535.4375,541.95,541.125,524.375,526.25,4
15559.808161498031,52598,27937269,523.21875,521.2,523.25,521.875,531.75,4
15614.620636405632,52545,27931032,536.0,541.15,540.875,547.75,526.5,4
15598.893274218508,52583,27936872,530.71875,533.5,535.9375,547.375,563.5,4
15617.711376543664,52569,27939975,536.375,531.4,533.125,528.25,533.5,4
15599.772904046367,52540,27919677,518.75,522.6,531.0625,549.625,548.5,4
15604.869130111772,52546,27928232,530.1875,539.25,535.0,534.375,539.75,4
15539.986735575209,52643,27972275,536.28125,544.75,546.875,547.875,537.25,4
15566.015591911595,52554,27943050,525.90625,518.0,519.8125,534.75,538.75,4
15553.641483986656,52649,27982998,537.3125,545.1,546.4375,553.875,560.25,4
15570.85407595126,52525,27917268,522.625,516.6,523.5625,522.5,516.0,4
15532.58939712693,52559,27930967,533.34375,528.05,531.8125,539.125,561.75,4
15585.207258923785,52612,27965335,533.0625,517.1,522.0,528.25,550.5,4
15583.424027946217,52572,27948976,528.53125,526.45,524.625,528.0,506.0,4
15535.986631538439,52534,27926071,531.625,528.05,521.1875,534.25,538.0,4
15599.830607677806,52641,27978421,532.53125,529.6,532.8125,531.875,536.5,4
