start_time,flow_size,mean_packet_size_20,coflow_id
2709922.269542193,1060825,851.55,447
2709923.628684396,1048638,843.75,447
2709988.718687991,1064342,836.15,447
2710000.5078716576,1060753,839.35,447
2709965.474383449,1106146,840.65,447
2710005.596111373,1078026,842.25,447
2709997.0529480036,1064524,850.4,447
2709940.2324760216,1045173,831.65,447
2709915.7126529184,1119931,826.95,447
2709909.152159058,1057477,842.75,447
2709945.1565134046,1126847,843.8,447
2709985.87906701,1043171,835.2,447
2709921.8110710783,1047534,846.0,447
2709945.089780769,1082137,849.15,447
2709947.6004176545,1114053,837.1,447
2709964.0470758732,1027687,829.75,447
2709994.5752897784,1090316,847.45,447
2709924.960644031,1102579,827.35,447
2709920.1399045126,1047957,840.0,447
2709962.23906017,1062410,831.6,447
2709955.1810896676,1123783,836.45,447
2709980.0869298503,1121923,828.1,447
2710004.8311259444,1049175,844.5,447
2709993.244828735,1018117,843.8,447
2710007.050689111,1121256,835.6,447
2709932.8425032585,1047952,829.45,447
2709933.809406495,1132986,845.95,447
2709999.773156255,1093576,824.4,447
2709909.6165022356,1113497,839.15,447
2709946.2776457537,1068170,836.1,447
2710007.3719184943,1099368,848.6,447
2709915.7741122586,1065825,832.25,447
2709927.182052747,1067927,824.6,447
2709941.7553733024,1058933,836.3,447
2709984.2843395625,1059790,840.4,447
2709985.5558771156,1056215,834.0,447
2709963.7684819987,1081714,826.35,447
2709939.568091191,1074045,847.8,447
2709993.6293599023,1110876,835.7,447
2709966.2220029174,1071532,840.8,447
2709922.0363927926,1075675,838.0,447
2709989.773795323,1068358,824.95,447
2709959.648858952,1069092,838.75,447
2709969.2865608796,1115875,839.3,447
2709919.6312593543,1035187,844.35,447
2709928.0698637725,1080792,840.9,447
2709916.7841452044,1066927,844.65,447
2709955.964268974,1120598,830.8,447
2709929.5702688457,1050022,828.45,447
2709912.017588804,1113525,833.7,447
2709982.1018029996,1082736,834.3,447
2709944.616964196,1098303,821.0,447
2709987.7029411304,1069178,841.95,447
2709996.147464835,1050727,843.4,447
2709927.577292673,1082472,830.65,447
2709939.4467344955,1069782,839.2,447
2709926.214105955,1052287,829.0,447
2709945.159494327,1101650,825.8,447
2709968.614347356,1060924,829.1,447
2709933.619898627,1039359,833.15,447
2709980.1146313236,1104038,825.0,447
2709957.299016687,1050667,837.35,447
2709926.619230992,1053121,831.5,447
2709921.7740317094,1074166,838.5,447
2709955.407465793,1056744,836.5,447
2709930.150644625,1058598,841.45,447
2709976.011474941,1073259,834.05,447
2709968.184295889,1053618,853.25,447
2709975.6849146504,1048106,817.9,447
2709936.726644878,1017729,838.35,447
2709986.8382321694,1116770,842.95,447
2709971.3272860586,1083783,831.35,447
2709977.0771647207,1070038,834.2,447
2709980.6036357917,1049269,839.0,447
2709914.7353802645,1088932,836.95,447
2709944.991750075,1119646,836.15,447
2709927.97483901,1089732,837.3,447
2709911.7430025036,1058970,834.9,447
2709985.0961477496,1077258,826.75,447
2709993.6794277593,1048620,833.75,447
2709917.120854764,1126811,838.55,447
2709981.714001584,1120167,841.7,447
2709982.6283411407,1084617,843.9,447
2709973.764166398,1048513,839.9,447
2710000.7252505464,1066768,838.55,447
2709942.395308373,1052784,834.3,447
2709971.720285181,1069086,850.55,447
2709947.8576060664,1088403,840.3,447
2709953.3830278167,1107639,836.3,447
2709984.684591629,1075420,837.0,447
2709935.8785026334,1120306,842.6,447
2709977.172233936,1063324,840.8,447
2710005.1975141373,1084859,840.35,447
2709947.055725094,1068299,846.4,447
2709956.2111106254,1051950,839.75,447
2709942.252331199,1039842,835.05,447
2709990.747864028,1078673,840.1,447
2709984.397731276,1043493,833.3,447
2709942.8994550006,1055868,827.4,447
2709969.8615303854,1093667,833.6,447
2709974.5003796387,1117536,823.85,447
2709982.0039815456,1052927,834.55,447
2709979.781813119,1116922,830.4,447
2709933.0281532453,1048143,849.3,447
2709967.3716578684,1078748,853.1,447
2709925.7497134856,993518,842.25,447
2709912.2216133764,1066722,852.4,447
2710000.736243382,1081155,831.45,447
2709948.9463881883,1078987,830.65,447
2709977.919147204,1060242,834.55,447
2710003.116772279,1059883,838.1,447
2709926.5962936142,1079828,845.75,447
2710002.4683166603,1089046,832.6,447
2709977.3481484433,1127222,832.85,447
2709940.250973402,1090577,827.9,447
2709988.6870480543,1109450,845.15,447
2709939.797445079,1088812,847.1,447
2709974.79200818,1061016,837.05,447
2709978.200739873,1045530,828.3,447
2709998.2514750627,1091041,834.9,447
2709930.6839772398,1107633,839.75,447
2709930.6718678195,1063696,834.75,447
2709911.034968522,1058589,840.9,447
2709998.9198661163,1071212,848.2,447
2709934.9354267395,1117348,830.1,447
2709964.199441365,1069172,832.25,447
2709913.9945911765,1011607,835.95,447
2709955.930556527,1080961,824.25,447
2709927.499953574,1122061,831.9,447
2709999.806398477,1112857,852.15,447
2709961.413588449,1046755,838.25,447
2709971.8864247254,1053158,830.85,447
2709988.9089846113,1116138,831.65,447
2709915.2084177155,1072617,838.65,447
2709917.7569497786,1094089,834.15,447
2709914.4612615444,1063201,841.95,447
2709916.0611272645,1070301,827.35,447
2709978.2303910577,1053736,844.25,447
2709950.7716932534,1073723,848.15,447
2709952.7058690586,1038761,836.85,447
2709984.6196142994,1039011,852.0,447
2709979.9298851346,1015222,827.65,447
2709951.3212385965,1044893,844.2,447
2709934.360328898,1068383,831.25,447
2709997.7814223613,1078970,846.4,447
2709916.530813414,1101171,831.85,447
2709975.5967243914,1131954,840.95,447
2709978.2540823324,1058298,848.25,447
2709926.211272295,1050926,844.85,447
2709910.8609877303,1078886,831.05,447
2709954.35801657,1048565,839.2,447
2709943.3541377387,1111911,834.45,447
2709983.620451302,1118930,838.55,447
2709916.6397137046,1035501,833.25,447
2709951.4909829907,1054462,832.1,447
2709970.905880112,1062829,834.4,447
2709960.958300952,1091206,837.95,447
2709972.9613335775,1102130,829.75,447
2709916.01155838,1081117,828.7,447
2709910.6788534657,1068073,846.35,447
2709923.4617140195,1068069,846.2,447
2709955.3437108533,1151135,819.4,447
2709994.18911015,1050006,824.35,447
2709968.4800485633,1044236,850.25,447
2709953.2634299444,1066495,831.85,447
2709929.242151073,1088303,818.9,447
2709992.2072215197,1040678,844.2,447
2709990.7457775827,1056030,825.95,447
2709972.568182366,1076888,840.75,447
2709922.127229628,1071684,840.8,447
2709915.3711108537,1059068,833.65,447
2710002.9069942543,1079252,834.6,447
2709925.08101867,1069674,843.7,447
2710004.8517341325,1112543,838.7,447
2709969.1536179157,1046709,838.3,447
2709914.1626784327,1086629,842.95,447
2709913.9831417524,1065909,837.85,447
2709957.3835151326,1074879,836.05,447
2709929.3671677317,1106206,842.15,447
2710002.1944506736,1061706,834.4,447
2709980.1749850474,1072610,848.3,447
2709938.4631201504,1076485,830.9,447
2709980.83132596,1046936,838.2,447
2709935.527778018,1103444,823.0,447
2710007.2932824865,1072124,843.3,447
2709916.1783107384,1021399,832.45,447
2709980.0343864877,1150289,849.15,447
2709980.5070127863,1065336,843.8,447
2709941.9144985406,1075883,833.15,447
2709939.298679648,1031258,834.45,447
2709998.739356929,1065950,831.3,447
2709954.075851954,1082639,843.6,447
2709931.5737142297,1060890,840.85,447
2709941.45894162,1059790,842.2,447
2709945.2601256864,1058681,849.1,447
2709915.189725387,1059507,844.1,447
2709913.2802492566,1056844,841.15,447
2709954.995714464,1094046,846.5,447
2709989.7023117132,1116056,834.05,447
2709955.147016819,1094707,841.75,447
2710005.6673106723,1113741,832.05,447
2709983.016812921,1052805,816.85,447
2709911.5197184845,1117405,834.35,447
2709982.8229439165,1117048,838.1,447
2709946.760306393,1075067,846.75,447
2709937.2179515874,1015339,842.05,447
2709983.4998713927,1075740,828.1,447
2710002.3614619942,1087575,827.65,447
2709961.979869381,1033581,852.35,447
2709911.42966481,1090169,844.3,447
2709966.9543667533,1100485,834.75,447
2709956.428938366,1095329,825.2,447
2709927.9733842886,1060055,837.85,447
2709993.7138452707,1077488,835.0,447
2709909.981663406,1060760,837.75,447
2709945.903677565,1010685,831.05,447
2709944.6818729527,1049901,828.25,447
2709994.063360796,1104528,844.6,447
2709981.762755599,1074192,846.15,447
2709955.7172893346,1125396,825.35,447
2709924.6558047845,1063627,836.75,447
2709945.0309854406,1065733,845.75,447
2709955.4436132535,1034942,834.7,447
2709995.389825234,1071703,831.95,447
2709919.4315506616,1112328,834.55,447
2709919.786720625,993543,848.35,447
2709981.008219055,1068253,837.55,447
2709979.1962026055,1024474,847.55,447
2709944.8363992046,1070471,829.15,447
2709923.3417946864,1098306,832.85,447
2709986.2298004944,1015236,850.8,447
2709948.7292626747,1038020,837.75,447
2709927.8301953343,1108103,846.0,447
2709913.673273062,1089895,835.85,447
2709969.85823411,1078408,845.3,447
2709975.583850633,1099897,840.35,447
2709996.9623912857,1045642,843.5,447
2709922.944855372,1082495,835.65,447
2709932.751847802,1090969,838.7,447
2709957.282628578,1047465,835.55,447
2709937.5531868455,1069601,841.2,447
2710004.7528336067,1087295,842.2,447
2709982.6296825875,1073953,832.05,447
2709970.814552048,1116631,840.05,447
2709948.979843851,1046344,842.3,447
2710004.049239908,1076847,827.4,447
2709968.3543583807,1063685,839.1,447
2709983.385433594,1025532,848.7,447
2709980.8246517745,1069769,824.6,447
2709999.648543328,1103554,838.55,447
2709988.1691894378,1101776,844.75,447
2709973.699835409,1110363,845.4,447
2709938.9505135957,1092661,832.3,447
2709975.349516718,1103106,846.5,447
2709916.518679112,1121242,833.7,447
2709987.848103202,1104964,826.7,447
2709967.8064601943,1071261,830.7,447
2709982.793966473,1039372,828.7,447
2709941.6467913697,1105544,840.55,447
2709959.8787358976,1056071,847.85,447
2709985.392917954,1078318,844.7,447
2709968.034445689,1057914,827.95,447
2709932.4184223698,1069991,819.45,447
2709914.0253704325,1079344,839.8,447
2709916.352601732,1069348,831.8,447
2709941.2829612424,1068953,843.8,447
2709975.4673291533,1052145,835.9,447
2709964.778013952,1111015,849.35,447
2709950.351980671,1087547,836.55,447
2709949.621253087,1095578,840.85,447
2709944.0906849112,1071102,840.8,447
2709953.6430189037,1118055,839.7,447
2710008.075233881,1043897,844.25,447
2709924.2706755274,1112039,832.05,447
2709972.528933679,1093708,835.05,447
2709929.7221300495,1035794,834.85,447
2709911.6102666133,1111968,840.75,447
2710003.6666617272,1066541,830.6,447
2709960.882803767,1105771,824.8,447
2709969.1079834304,1100377,828.25,447
2709937.8129412183,1049692,838.1,447
2709976.7952542347,1089098,855.85,447
2709929.0606341856,1104696,825.75,447
2710003.363879969,1122704,833.85,447
2709971.863062303,1068357,829.7,447
2710005.4573210576,1098664,822.25,447
2709975.0728558074,1059502,829.15,447
2709955.820030131,1065479,837.95,447
2709990.8446785198,1104138,834.65,447
2709988.5655321525,1076665,849.1,447
2709990.417650338,1074339,831.15,447
2709984.3538538185,1065750,832.55,447
2709929.571846157,1091614,837.0,447
2709982.583794381,1101344,816.35,447
2709957.1120457756,1079175,846.9,447
2709960.4871611204,1108803,844.4,447
2710005.5710757133,1064293,832.8,447
2709934.8556123213,1076569,835.45,447
2709925.3021264942,1066836,842.7,447
2709985.7945800163,1091890,850.25,447
2709921.097467202,1041187,829.1,447
2709978.526026272,1097241,831.3,447
2709937.5029452983,1069390,848.1,447
2709916.717119319,1100955,845.15,447
2710001.7899766807,1043891,829.85,447
2709911.880333709,1058844,845.75,447
2709937.6324956757,1106957,836.2,447
2709910.5282447794,1089100,833.95,447
2709936.6490172567,1071934,844.3,447
2709975.3350510406,1056371,826.3,447
2709977.473037387,1093087,833.8,447
2709977.113941189,1072595,842.35,447
2709942.1436873227,1096265,830.65,447
2709963.121473687,1140397,836.55,447
2709929.0214515035,1055232,847.75,447
2709924.762859453,1046135,834.65,447
2709986.7974714492,1074338,827.65,447
2709909.0006163195,1095732,834.15,447
2710007.780967127,1031531,840.8,447
2709944.785046216,1053257,832.2,447
2709924.798717151,1074302,835.0,447
2709922.2122874265,1046072,836.6,447
2709985.8468440594,1067857,834.85,447
2709932.56782695,1059211,842.15,447
2709939.197547203,1087692,838.05,447
2709961.8856483116,1101664,835.0,447
2709977.1964532975,1088954,847.85,447
2709976.505488286,1044698,839.8,447
2709925.1606546813,1084015,830.7,447
2709975.1680776416,1089006,839.0,447
2709924.6214908347,1114261,842.45,447
2709930.676490716,1105399,842.7,447
2709911.8772174297,1015579,837.95,447
2709918.412055537,1056054,837.7,447
2709922.182862981,1145640,836.35,447
2709948.0541877453,1100019,843.75,447
2709991.01359119,1105394,836.45,447
2709972.2033216124,1060696,841.5,447
2709911.795127975,1056216,832.7,447
2709936.345302185,1092495,843.15,447
2709945.3435285185,1094055,832.55,447
2709917.839806918,1080961,838.8,447
2709965.2186337775,1040265,825.75,447
2709967.1155845756,1075963,830.1,447
2709925.539390796,1100777,838.1,447
2709957.6051891195,1082198,841.15,447
2709945.2426936505,1053441,834.3,447
2709994.0773059633,1076331,839.45,447
2709975.162942925,1100279,840.0,447
2709964.4983137953,1089852,832.05,447
2709910.168034585,1037398,826.75,447
2709951.685134297,1064536,834.0,447
2709936.6650731186,1085522,844.4,447
2709931.659442061,1062073,833.25,447
2709980.5878575817,1075567,822.7,447
2710001.6767465943,1081737,834.3,447
2709979.091112221,1078048,833.75,447
2709953.5014712354,1035707,845.05,447
2709927.9495218345,1087083,837.2,447
2710001.3037975933,1070192,835.9,447
2710006.220402258,1072890,834.3,447
2709954.224057479,1098942,838.05,447
2709986.7968839942,1110236,828.85,447
2709969.4105935455,1053746,837.2,447
2709950.853807732,1098152,839.9,447
2709993.776108632,1085382,820.1,447
2709917.2916384675,1082245,840.7,447
2709991.4442529636,1031135,834.1,447
2709998.287258736,1049048,845.7,447
2709921.0405727867,1067019,830.9,447
2709947.0806377516,1124489,831.7,447
2709929.444732767,1112164,835.25,447
2709955.025966181,1101665,837.15,447
2709934.0816438855,1079900,833.8,447
2709938.2538980856,1087468,830.65,447
2709952.9436892197,1117088,834.25,447
2709975.4178998275,1078874,823.0,447
2709920.1015916807,1095399,842.25,447
2709948.5013440824,1066000,830.1,447
2709989.2301056185,1069290,835.7,447
2709994.096056611,1094440,837.35,447
2709926.681815736,1073180,829.7,447
2709934.3562695323,1099269,838.6,447
2709979.703188506,1075255,841.8,447
2709938.150635052,1061278,845.85,447
2709967.860388504,1039216,838.4,447
2709969.618941765,1060569,839.15,447
2709991.013818344,1112248,827.6,447
2709941.3927733577,1089915,835.1,447
2709936.8553084694,1087657,835.55,447
2709923.5826742593,1133271,838.6,447
2709989.808800031,1085614,836.55,447
2709918.198019027,1059034,834.2,447
2709982.5967541654,1035466,840.95,447
2709912.804594725,1131775,826.75,447
2709923.9141914146,1080720,835.75,447
2709968.6349378247,1094759,833.75,447
2709991.2288549505,1108929,836.35,447
2709990.3725271523,1045988,828.1,447
2709942.62146783,1070905,837.7,447
2709962.2950880816,1090756,851.2,447
2709916.7304523857,1073100,843.0,447
2709933.937203479,1055511,839.3,447
2709970.2240110235,1097473,833.65,447
2709919.6248960085,1069898,838.95,447
2709922.7974562375,1099326,841.2,447
2709938.4909323356,1065076,840.55,447
2709911.6318707624,1065885,833.2,447
2709923.727580478,1061359,843.05,447
2709974.614324103,1089710,845.85,447
2710004.852776959,1048270,842.0,447
2709946.75202938,1095750,831.3,447
2709948.1463737707,1084039,838.7,447
2709984.382012195,1062646,817.95,447
2709910.3325725636,1083819,831.6,447
2709932.2911791364,1122732,836.65,447
2709916.4409969505,1067167,848.15,447
2709973.4706343496,1087349,832.0,447
2709959.1486866907,1075819,848.3,447
2709939.1468285187,1130801,840.6,447
2709959.5395325497,1078916,831.0,447
2709957.9096447444,1116458,829.05,447
2709977.635913945,1096488,841.55,447
2709984.632779643,1080650,837.1,447
2709956.314642053,1054448,835.5,447
2709988.2015335653,1085642,849.0,447
2709915.432965667,1127884,850.1,447
2709922.3893609648,1067481,842.35,447
2709960.884651619,1071798,846.75,447
2709955.754109449,1069917,828.3,447
2709979.0340513065,1056866,824.95,447
2709932.12234117,1091837,842.0,447
2709942.5157884704,1035455,837.9,447
2709916.9082925348,1014815,830.85,447
2709917.896036848,1085849,836.75,447
2709945.5385467536,1056670,844.85,447
2709961.46647391,1055491,842.35,447
2709936.7862140755,1046444,836.0,447
2709995.163121815,1029793,826.5,447
2709960.8094282737,1114919,825.85,447
2710002.367229353,1104881,824.7,447
2709994.4128177203,1090033,837.75,447
2709989.446857388,1070749,837.75,447
2710005.270386151,1106707,843.5,447
2709922.162688093,1080433,828.95,447
2710006.5940508833,1091940,833.25,447
2710008.470943334,1068734,831.2,447
2709925.3486642065,1091787,836.2,447
2709972.7974374588,1030217,843.05,447
2709976.7292217663,1111195,842.0,447
2709945.57447249,1106353,831.65,447
2709944.5592054254,1080679,832.8,447
2709942.890692321,1044395,844.2,447
2710006.403486547,1067102,828.6,447
2709931.358785724,1091818,835.65,447
2709918.4672319964,1061618,827.3,447
2709947.289774158,1049368,831.05,447
2709930.245982364,1082459,826.1,447
2709938.8932777634,1071912,838.05,447
2709984.712824324,1120305,832.35,447
2709960.5708336015,1118072,834.25,447
2709944.0734946667,1085885,842.4,447
2709943.97000179,1079510,840.35,447
2709909.3826402365,1094321,833.55,447
2709994.9389156224,1075579,844.9,447
2709914.692949786,1084753,834.75,447
2710008.1385845053,1122221,846.5,447
2709909.688162651,1066761,830.6,447
2709926.1997282486,1104050,840.3,447
2709985.7743184497,1034361,839.15,447
2709966.434560398,1082300,835.0,447
2709984.2211609143,1084498,837.55,447
2709944.4290939826,1080325,831.75,447
2710008.621476668,1072252,841.65,447
2709960.2529657735,1113961,849.15,447
2709927.4790071785,1137447,846.95,447
2709926.631912412,1098305,837.7,447
2709923.2703100974,1138779,825.95,447
2709956.007552761,1068300,840.05,447
2709921.51784044,1052441,843.35,447
2709952.739226664,1048134,832.65,447
2709978.5541421315,1103862,838.05,447
2709976.896427803,1104506,826.7,447
2709944.6594595616,1078871,834.9,447
2710003.6903594513,1043779,838.8,447
2709919.5109549826,1086160,828.45,447
2709959.701135949,1118936,830.8,447
2709915.947306812,1033250,841.35,447
2709991.528132681,1108745,833.65,447
2709960.137935226,1083222,834.3,447
2709971.0960047604,1072141,836.25,447
2709992.081756765,1083471,842.2,447
2709996.909454056,1063711,847.4,447
2709986.358555108,1040764,833.65,447
2709986.3417915255,1090412,840.55,447
2709968.2623982797,1141138,845.55,447
2709947.2396023297,1067219,839.0,447
2710002.7649448793,1089079,832.25,447
2709946.6007212894,1047618,840.05,447
2709992.0122601097,1111499,834.45,447
2709946.087505848,1094097,828.75,447
2709927.3477773815,1092946,828.6,447
2709975.468378558,1060574,830.9,447
2709931.069372683,1101977,844.1,447
2709989.3844548897,1097336,833.05,447
2709989.7423417415,1086744,833.05,447
2709961.7607474355,1100462,840.65,447
2709999.6927569946,1120050,832.8,447
2709927.7755036615,1089392,840.9,447
2709956.0796902576,1045328,842.65,447
2709922.1786198616,1134111,845.95,447
2709965.205276477,1089997,844.5,447
2709978.1351677366,1146367,852.15,447
2710001.0187781844,1039018,835.6,447
2709994.338415625,1054634,838.1,447
2709957.6890376033,1121361,835.85,447
2709920.3820094913,1072291,830.75,447
2710000.0976052205,1099909,840.6,447
2709979.9238725086,1084489,840.9,447
2709929.8579475284,1077482,841.5,447
2709963.6692694393,1064239,828.0,447
2709932.8494052696,1065813,832.85,447
2709979.1308752154,1072477,846.7,447
2709974.530438744,1119158,845.05,447
2709976.523321927,1055380,830.25,447
2709978.491345898,1076875,831.15,447
2709949.8482040768,1066373,829.9,447
2709915.7688586926,1060584,834.65,447
2709973.2660370306,1084376,831.15,447
2709921.5633202363,1042676,835.85,447
2709973.0718441666,1061928,844.6,447
2709994.884951877,1111879,834.65,447
2709992.8090994596,1075589,839.6,447
2709981.494131627,1091091,835.25,447
2709974.718092283,1060377,837.45,447
2709976.2954139602,1103970,836.0,447
2709922.640605143,1064247,837.45,447
2709979.679458677,1101072,830.55,447
2709994.896191943,1099600,837.65,447
2710007.629039405,1114701,825.95,447
2709947.4409074425,1060101,825.35,447
2709933.50303071,1105283,829.6,447
2709987.9654966877,1125900,827.25,447
2709982.9682301716,1103431,834.65,447
2709960.3339468082,1088026,835.6,447
2709915.157834048,1019452,848.45,447
2710004.5295753535,1051021,833.4,447
2710004.3458647667,1082739,836.7,447
2709922.5627680398,1067973,836.7,447
2709962.704756164,1084928,841.55,447
2709919.572229321,1112741,835.35,447
2709949.3021356477,1052748,836.35,447
2709920.233541232,1078538,829.8,447
2709921.7508909986,1061311,832.1,447
2709992.6207830315,1065202,834.6,447
2710004.651202316,1075102,832.4,447
2709999.8619779386,1012177,841.35,447
2709950.169473377,1095421,841.3,447
2709934.446310354,1147602,835.4,447
2709957.502184718,1087022,828.45,447
2709934.5446141846,1095424,830.95,447
2710005.023139587,1072084,829.1,447
2709999.92934806,1060157,839.55,447
2709971.806569597,1091369,825.85,447
2709951.162463809,1053955,845.9,447
2709964.8430003184,1045080,830.4,447
2709962.529126195,1067051,832.95,447
2709936.9346260773,1076914,827.6,447
2710006.0848296965,1076800,845.05,447
2709935.3300745967,1078497,837.25,447
2709980.867656791,1028072,831.25,447
2709992.2330558826,1097751,834.35,447
2709943.2262082547,1049376,831.45,447
2710007.1255707457,1065933,835.7,447
2709923.3367591533,1116337,839.7,447
2709978.5148877166,1113955,843.6,447
2709957.876411566,1083596,834.7,447
2709954.8629784994,1080796,842.45,447
2709956.352697387,1102610,842.35,447
2709963.585812113,1069698,831.85,447
2709967.379816407,1077663,829.95,447
2709965.0897472356,1043391,841.35,447
2709962.4617997734,1080975,835.8,447
