start_time,packet_size,coflow_id
2709956.8931891983,508,447
2709956.6005355096,668,447
2709945.565019002,626,447
2709935.333974059,559,447
2709969.3358319863,717,447
2710002.2085678442,687,447
2709927.5359573476,591,447
2709979.886113972,783,447
2709943.787562861,620,447
2709966.0839900845,650,447
2709909.8677791944,552,447
2709946.6412580186,605,447
2710006.4974047565,536,447
2709946.305428828,645,447
2709944.382539424,588,447
2709946.287674287,573,447
2709969.0113810194,622,447
2709959.7438845127,733,447
2709975.631782926,613,447
2709955.236897703,561,447
2709948.9091981747,589,447
2709937.7304585115,526,447
2709989.0646339497,594,447
2709976.2731793784,701,447
2709971.473808638,509,447
2709926.520147532,489,447
2709969.4722340927,610,447
2709978.088893209,435,447
2710001.575797465,734,447
2709984.9741291506,579,447
2709944.416364306,513,447
2709982.0670066895,647,447
2709987.131472409,682,447
2709957.4812948266,415,447
2709957.948300135,583,447
2709924.292771948,622,447
2710001.1330497735,524,447
2709981.901638885,570,447
2709950.7699342594,521,447
2709915.705931913,646,447
2709970.89581039,529,447
2709919.428840957,543,447
2709992.0729140085,766,447
2709989.787732593,558,447
2709949.0755987815,463,447
2709937.7450978924,614,447
2709911.5873994892,552,447
2709948.0063649965,390,447
2709963.692848688,630,447
2709969.4348919834,589,447
2709975.069929924,485,447
2709977.0083932662,548,447
2709968.602139194,608,447
2709945.808720009,646,447
2709962.728015456,567,447
2710004.703313395,608,447
2709950.1287680254,541,447
2709968.9245302076,577,447
2709989.6443253164,587,447
2709967.4068329884,535,447
2709981.8209197465,534,447
2709989.098437605,545,447
2709958.473306414,510,447
2709962.2387243286,618,447
2709941.672823962,633,447
2709962.867927234,549,447
2709925.7408453613,401,447
2709979.4299852117,673,447
2709986.336876167,565,447
2709940.175361075,592,447
2710004.8911927515,573,447
2709964.5325077013,482,447
2709960.051890035,496,447
2709970.5627517123,579,447
2710003.6805945514,624,447
2709946.41469904,586,447
2710000.321462939,547,447
2709980.9810157847,601,447
2709976.682190152,623,447
2709991.9961437276,584,447
2709909.263217431,487,447
2709962.4362309584,619,447
2709994.0079857786,575,447
2709948.536772997,536,447
2709909.0017863433,719,447
2709923.8939205166,367,447
2709968.1855299985,628,447
2709952.319119053,387,447
2709912.548358898,498,447
2709944.9612839967,562,447
2709975.6862696907,451,447
2709921.671335566,617,447
2709973.660619248,640,447
2710000.322926899,760,447
2709980.330078099,561,447
2709938.7971854643,643,447
2709923.602603451,562,447
2709974.506190464,578,447
2709961.63386121,471,447
2709939.083438565,646,447
2709914.14399433,532,447
2709946.5066515626,696,447
2709950.962511418,724,447
2709934.3331027604,662,447
2709911.702399639,552,447
2709965.8501963224,668,447
2709937.4776432607,467,447
2709952.348828951,493,447
2709994.412277832,649,447
2709949.751146926,579,447
2709936.403394226,597,447
2709962.667429386,626,447
2709987.1413717913,579,447
2709932.6674382016,639,447
2709911.0176479644,591,447
2709942.8377147345,545,447
2709965.442556061,608,447
2709914.741627482,422,447
2709914.558036763,632,447
2709913.2829040755,746,447
2709996.4540777453,443,447
2709965.207018258,730,447
2709978.5269441507,683,447
2709942.066202042,513,447
2709951.905835864,471,447
2709993.357703927,548,447
2709953.2208285932,534,447
2709973.805817141,503,447
2709958.622304256,601,447
2709962.6119714803,509,447
2709990.9115152843,863,447
2709969.4409619765,439,447
2710000.5527814236,587,447
2709929.4064744916,598,447
2709918.749136392,536,447
2709982.29249952,676,447
2709933.563541149,481,447
2709966.656349471,787,447
2710007.3476520334,705,447
2709916.724620834,566,447
2710002.7954867953,551,447
2709912.636356085,522,447
2709919.05425762,574,447
2709985.552446504,722,447
2709913.2214838476,454,447
2709941.2321400293,597,447
2709963.60257748,550,447
2709996.678486146,389,447
2709977.6357411714,550,447
2709935.0319727478,592,447
2709950.3016562723,546,447
2710004.615198655,581,447
2709947.8749509063,649,447
2709961.195257767,675,447
2709979.4789096937,559,447
2709949.715856026,443,447
2709947.0224459036,619,447
2709978.6288258717,677,447
2709980.489859235,646,447
2709920.489313001,663,447
2709956.12723457,632,447
2709937.8326925035,782,447
2709997.55851886,548,447
2709974.470818695,538,447
2709963.4141150094,607,447
2709943.369283464,468,447
2709913.538066643,564,447
2709927.974880345,516,447
2709997.5665618293,692,447
2710004.805555313,635,447
2710002.277963937,642,447
2709957.8728743726,567,447
2709989.514308518,494,447
2709929.648590004,551,447
2709944.74871791,817,447
2709923.404589309,576,447
2709932.7031676075,764,447
2709917.836427267,601,447
2709982.639113394,606,447
2709909.5798639734,539,447
2709964.073947049,585,447
2709957.347567006,546,447
2709979.688421457,490,447
2709985.6820044243,542,447
2709950.20962262,687,447
2709994.265141552,575,447
2709991.0912254597,448,447
2709952.6647521937,554,447
2710002.951407994,579,447
2709980.416665419,553,447
2709970.8789100437,513,447
2709994.8322871337,560,447
2710002.6294078715,680,447
2709913.052926435,646,447
2709998.384931832,669,447
2709965.999067861,577,447
2709954.0236607795,560,447
2709925.821312615,789,447
2709963.6231373777,701,447
2709964.591867977,520,447
2709957.858464148,524,447
2709938.7776998663,655,447
2709981.9502985254,474,447
2709995.3091677623,615,447
2709921.3338842373,604,447
2709946.2425535005,566,447
2709916.7995752087,559,447
2709941.874050246,367,447
2709924.284904523,620,447
2709996.8718902506,653,447
2709972.803183603,627,447
2709992.546519968,761,447
2710005.932243138,654,447
2710001.3968910677,551,447
2709912.568890798,633,447
2709964.211622798,647,447
2710004.884439198,607,447
2709959.3554134867,829,447
2709916.972581375,626,447
2709949.402389676,620,447
2709938.734673199,669,447
2709977.3124220506,680,447
2709998.9641213305,748,447
2709996.6332490197,579,447
2709993.8794486034,489,447
2709952.1301510525,570,447
2709910.3363145334,696,447
2709923.924541616,553,447
2709930.033179657,489,447
2709929.7378926007,569,447
2709981.293518462,548,447
2709997.805886773,439,447
2709940.0512248436,504,447
2709920.726273857,511,447
2709928.8632575753,662,447
2709931.0931062275,466,447
2709978.7650883077,494,447
2709955.675387596,648,447
2709989.3055675314,575,447
2709997.02916512,466,447
2709994.645507412,641,447
2709922.061167365,618,447
2709910.9109574184,752,447
2709957.032274428,576,447
2709957.966372794,665,447
2709960.3729433054,696,447
2710005.4496785584,536,447
2709915.91333129,769,447
2709968.74061034,595,447
2709954.832777662,649,447
2709974.598060302,747,447
2709941.218755531,519,447
2709931.9460514565,511,447
2710000.954577285,750,447
2709973.022075181,435,447
2709998.7682671105,632,447
2709914.8931017346,634,447
2709998.0441774735,652,447
2709916.4613639694,784,447
2709959.408134565,550,447
2709966.382895533,454,447
2709991.6567751407,489,447
2710004.7217180924,507,447
2709923.541523031,663,447
2709960.338798067,583,447
2709974.12278788,679,447
2709968.5812758724,589,447
2709990.6152036143,538,447
2709945.9768149415,609,447
2709912.7800910296,586,447
2709989.075346871,618,447
2710001.7993444493,630,447
2709952.819016044,542,447
2709977.3608724424,552,447
2709935.446768892,695,447
2709926.8434745744,495,447
2709952.8741329773,618,447
2709965.2999966284,624,447
2709969.1125851427,518,447
2709945.6770518417,714,447
2710008.734015853,577,447
2709948.2239115313,524,447
2709928.336830983,617,447
2709986.7420311463,686,447
2709953.8648274336,604,447
2709950.7212323193,696,447
2709933.403630003,434,447
2709955.359309994,504,447
2709957.6661602613,685,447
2709976.1584468414,486,447
2709931.4658156536,523,447
2710006.0610390063,642,447
2710000.8414054355,622,447
2709978.276151778,538,447
2709973.39931087,571,447
2709925.4033749425,597,447
2709923.9219140164,689,447
2709949.9733645027,627,447
2709988.8130083433,594,447
2709909.916256532,587,447
2709985.431480373,556,447
2710007.0221951744,652,447
2709998.249433609,562,447
2709948.118116525,607,447
2709988.141377276,649,447
2709922.233128064,487,447
2709937.1113922517,691,447
2709980.2966099083,677,447
2709915.7162194713,671,447
2709993.2464043954,592,447
2709991.5290636863,606,447
2709963.217568073,571,447
2709946.4834350436,598,447
2709989.387117203,460,447
2709961.192029992,696,447
2709933.922737722,563,447
2709909.233386288,582,447
2709934.5955203376,740,447
2709990.847993954,633,447
2709938.7731211307,607,447
2709960.4611607133,676,447
2709956.9788248353,616,447
2709965.957107331,678,447
2709957.328883942,618,447
2709960.410757318,662,447
2710005.212368418,434,447
2709953.4008981483,650,447
2709947.1776842517,604,447
2709954.6608444587,420,447
2709967.7159891957,639,447
2709920.789169391,599,447
2710001.8967898795,582,447
2709984.2067221175,361,447
2709917.8117059693,510,447
2709975.8547917474,673,447
2709911.9515110757,516,447
2709913.4152432326,518,447
2709926.410522113,662,447
2710007.9217456044,525,447
2709982.767589476,593,447
2709944.2501481236,481,447
2709965.0081067197,426,447
2709956.407801826,605,447
2709969.9867094927,397,447
2710005.0992807704,574,447
2709979.310063746,543,447
2709909.4113026317,635,447
2709929.1434526173,434,447
2709962.886189331,616,447
2709965.8701011525,577,447
2709921.669585428,644,447
2709936.4756848323,457,447
2710002.3883937555,595,447
2709963.3272900004,651,447
2709930.832987594,497,447
2709996.204151325,647,447
2710003.4524551425,640,447
2709945.599865715,590,447
2709980.7570141405,618,447
2709922.46152906,509,447
2709944.641474978,433,447
2709950.7891737595,536,447
2709918.829135317,590,447
2709981.014388823,594,447
2709985.8801436643,668,447
2709984.3629071033,555,447
2709959.6197987315,530,447
2709967.794925526,553,447
2709967.648235206,488,447
2709948.141979951,708,447
2709929.463335594,731,447
2709916.6311510005,332,447
2709989.981615062,808,447
2710000.302828408,576,447
2710008.2071818192,557,447
2710001.080551278,649,447
2709956.137443332,535,447
2709939.13493288,597,447
2709911.5227068397,594,447
2709938.991919573,527,447
2709920.317407479,667,447
2709916.268811702,633,447
2709930.639284129,527,447
2709919.9107285836,606,447
2710006.215153208,588,447
2709982.0011879224,534,447
2709910.933821439,563,447
2709929.1607006495,530,447
2709970.6371661425,526,447
2709959.121481727,660,447
2709944.6718921294,554,447
2709930.087015268,636,447
2709975.740745589,638,447
2709917.438662568,681,447
2709922.118809887,580,447
2709931.966949312,422,447
2709976.8240535012,471,447
2709991.2187946294,552,447
2709965.796771276,611,447
2709920.736328475,504,447
2709952.130815808,656,447
2709916.8917555423,592,447
2709914.8016671496,705,447
2710007.8418087987,614,447
2709950.7588542607,675,447
2710006.311344361,603,447
2709985.7174247494,665,447
2709966.460258055,575,447
2709927.3885711227,588,447
2709911.538064872,690,447
2709940.5389779634,560,447
2709963.8667311226,597,447
2709934.246656971,602,447
2709977.7476604385,642,447
2709980.3633665387,602,447
2709951.7605101275,492,447
2709974.517578837,579,447
2709938.7559977015,491,447
2709995.5296526984,767,447
2709984.056471805,505,447
2709979.1611395143,599,447
2709970.854410306,650,447
2709928.146245306,602,447
2709959.8885596767,595,447
2709961.103276481,394,447
2710002.8758041575,689,447
2709948.8643039237,638,447
2709985.1782432552,524,447
2709943.6424650205,609,447
2709949.060723735,677,447
2709937.084060426,653,447
2709957.915284542,557,447
2709989.7329657557,440,447
2709928.0307138176,691,447
2709968.9142513117,631,447
2709943.4536169074,675,447
2709998.1287786867,641,447
2709988.552117572,480,447
2709973.7344450643,452,447
2710002.709164257,527,447
2709987.7257752307,491,447
2709919.1015073434,486,447
2709993.113240672,455,447
2709996.5328133833,651,447
2709955.1214885865,490,447
2709947.945535497,487,447
2710007.2486099824,555,447
2709919.3600921286,347,447
2709939.188295731,553,447
2709986.915947722,563,447
2709968.2570634517,626,447
2710004.8681110567,532,447
2709983.8368637264,524,447
2709950.990888121,551,447
2710003.8225927507,504,447
2709963.076086782,547,447
2709967.3315710886,513,447
2710003.2537328755,556,447
2709955.2162704314,650,447
2710008.5606090636,591,447
2709996.6950017335,643,447
2709956.622452744,564,447
2709926.97433608,785,447
2709926.0712083466,486,447
2709976.4189416957,580,447
2709909.103460743,621,447
2709965.143312079,646,447
2709986.9350461257,414,447
2709950.13947066,557,447
2709916.0282703987,576,447
2709952.570054678,643,447
2709952.1187144592,706,447
2710002.306561812,627,447
2710002.8583500586,644,447
2709933.828792191,639,447
2709998.729512852,522,447
2709943.8644549293,356,447
2709962.890358116,520,447
2709924.0337033593,241,447
2709955.2822074923,482,447
2709942.210909341,729,447
2709933.9811156224,633,447
2709997.849209114,537,447
2709954.0163353765,695,447
2710004.379065184,374,447
2710008.8978155456,548,447
2709928.2598997382,633,447
2709923.621276924,584,447
2709929.996923654,649,447
2709959.018729927,680,447
2709969.5580417877,523,447
2709987.477746407,429,447
2709938.223755408,653,447
2709922.838988704,677,447
2709949.8221359667,565,447
2709979.473141243,559,447
2709914.158281481,683,447
2709944.3850075244,700,447
2709947.18118603,689,447
2709926.189788071,661,447
2709930.3905530325,682,447
2709951.1530650286,532,447
2709914.803058845,545,447
2709945.5904046153,375,447
2709929.576133372,443,447
2709960.0074437936,536,447
2709916.3164131716,660,447
2709944.4422098044,677,447
2709976.9310051966,499,447
2709953.45546067,717,447
2709964.244379328,544,447
2709943.3915927326,480,447
2709943.1996669914,680,447
2709977.801185234,544,447
2709962.1675328985,699,447
2709982.6130317687,647,447
2709993.2495589624,562,447
2709975.333165862,602,447
2709974.559094462,513,447
2709993.8884643824,484,447
2709958.1244286858,654,447
2709951.5771342805,604,447
2709974.642274991,643,447
2709934.343581395,552,447
2709963.9946147054,508,447
2709987.0232833903,722,447
2709953.1343625267,438,447
2709982.904383736,555,447
2709997.153855053,672,447
2709914.028223351,698,447
2709987.529627012,632,447
2709936.7863559807,582,447
2709961.239530266,784,447
2709977.4712643465,626,447
2709955.8384685246,506,447
2709989.5039316416,541,447
2709968.9199414747,590,447
2709936.2265265356,740,447
2709930.74481668,620,447
2709964.6914374707,674,447
2709991.4552053707,703,447
2709966.6252835887,503,447
2709952.033202605,447,447
2709929.1567704696,613,447
2709913.69329809,578,447
2709992.8724547084,559,447
2709909.9017832237,600,447
2709947.698389095,561,447
2709961.7902747774,639,447
2709954.794652807,601,447
2709922.8936622813,615,447
2709945.427404162,589,447
2709990.9547325363,715,447
2709925.913734182,670,447
2709995.737570768,695,447
2709956.6281837896,507,447
2709967.3929439336,575,447
2709915.84389887,650,447
2709931.046714109,643,447
2709949.203570234,501,447
2709968.1589333615,653,447
2710008.295246698,580,447
2709932.897754993,649,447
2709913.9194770567,558,447
2709925.6751629366,654,447
2709917.726520703,704,447
2709999.5374590848,551,447
2709913.1673185215,643,447
2710008.202370348,624,447
2709939.2738867826,582,447
2709944.0954801547,492,447
2709925.327925139,502,447
2709914.0450790073,636,447
2709935.7905707485,625,447
2709997.3195281443,565,447
2709981.4785364564,594,447
2709981.5280747176,367,447
2709937.88207961,643,447
2709981.126958693,668,447
2709919.027441279,645,447
2709930.9381541745,691,447
2709948.76769598,701,447
2709950.9130445765,426,447
2709980.0594728733,605,447
2709943.3848134945,629,447
2709966.9119108017,477,447
2709930.193991679,612,447
2709953.1829716703,655,447
2709966.2975393054,486,447
2709920.8931544274,631,447
2709911.4632789665,486,447
2709922.6286852104,672,447
2709996.497924388,644,447
2709915.8519275426,437,447
2709911.409296744,592,447
2709942.995146317,571,447
2709947.3057016586,637,447
2709971.6366224387,502,447
2709914.947210643,578,447
2709926.4017568114,383,447
2709947.0401248895,538,447
2709956.6004947764,578,447
2709919.9157361197,535,447
2709967.3693940784,672,447
2709913.468069691,514,447
2709951.2471521585,734,447
2710007.941229007,699,447
2709976.376404849,643,447
2709971.682011001,696,447
2709950.428221487,508,447
2709996.672608944,701,447
2709988.3423573016,493,447
2710000.5052390797,549,447
2709946.460739395,467,447
2709938.128797343,628,447
2710003.949610859,512,447
2709977.868224154,597,447
2709928.131270307,632,447
2709922.5121114613,637,447
2710002.4369180473,699,447
2709925.3757261476,533,447
2709986.2203994147,670,447
2709994.932710639,764,447
2709975.650265551,528,447
2709956.7487232327,381,447
2709996.4929191545,611,447
2710001.7358891075,660,447
2709943.276617577,586,447
2709966.7247691867,572,447
2709981.9117190233,416,447
2709985.75912738,655,447
2710003.4094447168,642,447
2709909.7434642874,684,447
2709975.452788446,511,447
2709934.551901766,494,447
2709989.0363665284,594,447
2709982.4610915324,596,447
2710004.106567208,635,447
2709982.0781980916,558,447
2709970.2671799753,546,447
2709941.187999474,555,447
2709955.746399702,616,447
2709912.38435935,516,447
2709950.3570529027,632,447
2709953.2303385907,605,447
2709964.442061627,702,447
2709989.975476346,574,447
2709918.4841146003,628,447
2710001.248116931,656,447
2709993.0543425046,537,447
2709997.7650532187,539,447
2709966.118605523,601,447
2710008.6653035954,550,447
2709967.547252924,554,447
2709970.3372625764,669,447
2709955.856086088,629,447
2709922.7039748207,418,447
2709928.0696832533,519,447
2709973.0497935642,596,447
2709915.6910438654,472,447
2709986.393661076,659,447
2709930.3482365194,661,447
2709944.6428208123,561,447
2709955.503522587,588,447
2709991.5125241242,550,447
2709996.1653779717,621,447
2709922.1272785855,740,447
2709988.907747798,692,447
2710000.0921518235,520,447
2709967.1486693756,623,447
2709979.572770344,655,447
2709909.7623294694,364,447
2709915.106889102,553,447
2709967.6457641805,619,447
2709915.195823009,591,447
2710002.9725906993,475,447
2709933.8176259403,534,447
2709939.9288740037,540,447
2709932.1087522525,608,447
2709929.3078735485,568,447
2709997.7803148013,495,447
2709923.7886190657,500,447
2710005.705977789,592,447
2709981.5930820475,522,447
2709977.3012982844,539,447
2709923.4137265054,484,447
2709944.0590280076,666,447
2709943.305816266,559,447
2709933.8210459175,563,447
2709975.60057552,608,447
2709974.4580866727,759,447
2709934.363277732,607,447
2709914.608063907,644,447
2709921.426188472,512,447
2709994.620410797,495,447
2709950.6304444205,565,447
2709932.9833664377,723,447
2709969.445101623,528,447
2709963.271194236,699,447
2709970.057541971,505,447
2709926.2060830654,372,447
2709997.4406206105,685,447
2709990.122068889,526,447
2709953.1328856824,488,447
2709994.7749236664,567,447
2709922.457520047,591,447
2709977.7451417632,700,447
2709989.2230186705,518,447
2710001.009033848,579,447
2709996.4643273223,554,447
2709922.9839461143,692,447
2709964.2040461996,720,447
2709917.808325416,511,447
2709937.439743484,547,447
2709917.722195039,685,447
2709929.9772375897,769,447
2709925.7604662594,658,447
2709968.5701428694,684,447
2710004.213125423,566,447
2709951.101878061,444,447
2710003.313299495,543,447
2709976.1043423177,586,447
2709956.6335697337,585,447
2709992.1668427456,592,447
2709946.7383767134,512,447
2709973.8051526523,602,447
2709937.3232029774,586,447
2709983.154987076,681,447
2709934.614493469,513,447
2709986.6080352534,408,447
2709980.4043611004,525,447
2710000.8926985785,600,447
2709986.313750849,611,447
2709924.8388354382,526,447
2709998.0268222094,758,447
2709970.2528000544,602,447
2710007.633965932,687,447
2709926.5900769085,622,447
2709993.1648149653,716,447
2709960.773371589,596,447
2709972.481784533,636,447
2709974.194678293,723,447
2709935.0892165485,744,447
2709955.105740354,549,447
2709980.358309154,704,447
2709974.7204535496,621,447
2709930.145076263,490,447
2709929.609724749,453,447
2709978.304067651,677,447
2709984.7384997504,672,447
2709986.5335252667,625,447
2709920.8154745544,409,447
2709986.7165219416,762,447
2709972.035456481,469,447
2710008.159659318,630,447
2709910.072597275,613,447
2709969.9411144573,593,447
2710005.6617286964,608,447
2709991.743191752,575,447
2709910.9687354085,520,447
2709921.278847879,568,447
2709999.455530272,508,447
2709985.9279688015,580,447
2709959.885413781,794,447
2709981.9695226005,660,447
2709989.743939512,626,447
2709910.236841864,700,447
2709934.6112466683,680,447
2710005.5047980445,458,447
2709987.022803067,498,447
2709911.11951819,539,447
2709948.7989028287,504,447
2709985.6406999067,596,447
2709979.9930827525,594,447
2709964.2232436663,716,447
2709949.4602059866,625,447
2709962.633410524,492,447
2709935.823073838,661,447
2709985.9199886117,485,447
2709945.9810428265,528,447
2709979.658540073,657,447
2710008.942688169,571,447
2709948.8313724026,534,447
2710007.56528352,570,447
2709948.367027508,584,447
2709941.518647034,601,447
2710006.4157292107,639,447
2709922.5191013603,517,447
2709971.7101602913,484,447
2709952.87805837,431,447
2709920.9340476296,526,447
2709912.7735402756,589,447
2709984.1686006454,519,447
2709999.1795050716,699,447
2709946.8105635606,553,447
2709953.049236835,651,447
2709919.1444371217,464,447
2710004.3213090086,531,447
2709985.4664667794,535,447
2710006.682073046,628,447
2710002.792096722,419,447
2709995.6185859595,639,447
2709972.9905372723,564,447
2709921.1322677797,558,447
2709982.2579294485,568,447
2709928.0047148853,562,447
2710003.815276589,607,447
2709920.452098215,695,447
2709971.392505022,597,447
2709926.294143993,793,447
2709939.33976168,408,447
2709954.0225972594,513,447
2709913.644983338,462,447
2709940.245896408,658,447
2709972.7171740863,585,447
2710003.379790816,771,447
2709981.653480997,539,447
2709959.183786877,650,447
2709911.358691769,672,447
2709919.7955561676,618,447
2710001.7265639026,587,447
2709948.76596996,503,447
2709954.3276731805,497,447
2709933.4040842815,558,447
2710000.4224138167,636,447
2709915.688940124,474,447
2709974.273599514,614,447
2709989.0739413695,477,447
2709944.296848876,612,447
2709982.4340241794,659,447
2709914.9338484122,710,447
2709929.5066200625,578,447
2709930.7998258807,584,447
2709940.305950094,519,447
2709988.524696255,752,447
2709930.6897502416,612,447
2709962.8537939745,688,447
2709959.477470828,368,447
2709968.8413227126,545,447
2709989.4557158365,631,447
2709930.140571211,685,447
2709941.0494116773,341,447
2709984.295909288,711,447
2709996.602681464,555,447
2709987.170315017,784,447
2710001.608288086,594,447
2709943.356214022,582,447
2710006.4211936467,570,447
2709937.278215809,554,447
2709915.951585555,452,447
2709945.8315175655,741,447
2709959.3691567215,682,447
2709973.334414921,702,447
2709949.256934061,609,447
2709913.821311574,599,447
2709939.2010715613,710,447
2709979.449205077,565,447
2710004.0007749083,658,447
2709944.7730463776,569,447
2709928.025388755,594,447
2709976.446764205,608,447
2709943.5541068423,607,447
2709973.06451213,578,447
2709982.8956713346,564,447
2709918.713867466,587,447
2709997.597289059,419,447
2709990.3951122914,648,447
2709910.0705336374,710,447
2709970.712975611,599,447
2710006.443027191,637,447
2709961.758493125,563,447
2709963.39774197,506,447
2709945.8565492737,568,447
2709968.509720734,560,447
2709922.061899632,859,447
2709922.135815567,570,447
2709912.7173575214,606,447
2709913.727687851,544,447
2709912.5586890993,557,447
2709949.0232293587,482,447
2709964.0832992676,391,447
2709989.3464769423,528,447
2709979.894868916,616,447
2709966.7952471534,652,447
2709925.3679225445,579,447
2709985.6841761186,630,447
2709988.741002445,423,447
2709926.612555838,674,447
2709975.2763404027,512,447
2709923.948906888,665,447
2709989.316443245,782,447
2709953.9655230707,677,447
2709914.3437356544,487,447
2709971.259152725,579,447
2709982.1994051626,657,447
2709918.493737038,702,447
2709999.1605866496,578,447
2709957.6102684713,556,447
2709984.018357566,622,447
2709910.0477579636,388,447
2709949.2096971157,633,447
2709965.5003615934,654,447
2709909.618972323,620,447
2710005.785678042,518,447
2709959.0596528784,617,447
2709940.6076671253,670,447
2709970.9274677103,597,447
2709992.9843016495,612,447
2709958.7388233817,561,447
2709955.5076955725,563,447
2709915.7187731606,585,447
2709965.3827525387,556,447
2710004.001877681,539,447
2709943.8583894377,646,447
2709951.6206497974,504,447
2709924.3467329815,542,447
2709994.2545582177,610,447
2709998.409118694,664,447
2709980.7157620466,774,447
2709922.0219697007,646,447
2709994.5259616966,721,447
2709957.046285423,570,447
2709928.9271393223,443,447
2709973.0099189635,473,447
2709930.0397647573,660,447
2709961.5139333247,664,447
2709993.654447239,602,447
2709931.525372104,553,447
2709974.8217046503,607,447
2709916.022503327,669,447
2709921.3349019317,540,447
2709946.4765560306,585,447
2709921.837083241,652,447
2709988.63415506,622,447
2709989.1157991686,640,447
2710000.1293599075,569,447
2709977.1764730127,635,447
2709976.861231222,549,447
2709919.7478445573,676,447
2709976.360433599,597,447
2709913.210401328,543,447
2710002.5735966386,676,447
2709972.4758883906,642,447
2709934.4777359264,608,447
2709956.7074251603,393,447
2709957.5372654926,567,447
2709926.074347645,513,447
2709922.5245188177,642,447
2709958.264654111,628,447
2709913.9970512125,443,447
2709974.936647102,470,447
2709949.053908912,500,447
2709992.6019922476,629,447
2710005.8525074488,577,447
2709914.247321409,618,447
2709956.7285631252,567,447
2709963.7250407576,630,447
2710005.621559083,636,447
2709967.743049017,589,447
2709923.358698013,574,447
2709987.3539860738,491,447
2709995.2851889767,484,447
2709971.4377300604,593,447
2709998.2371750916,382,447
2709929.6879711607,560,447
2709966.6324809,565,447
2709950.780972919,505,447
2709966.9426211733,636,447
2710001.3837864758,581,447
2709961.5907489085,516,447
2709937.7723609535,708,447
2709922.2002601367,471,447
2709956.066497576,565,447
2709953.077616823,531,447
2709935.8619624213,458,447
2709997.9595996914,520,447
2709977.4392847903,661,447
2709923.4202632615,461,447
2709931.752347906,692,447
2709969.0399773177,617,447
2709949.23413386,413,447
2709995.8342817463,646,447
2709963.0291953324,506,447
2709959.466498878,482,447
2709918.2882197904,493,447
2709977.316094379,507,447
2710008.1448889356,513,447
2709982.9931409806,538,447
2709974.460008587,436,447
2710007.367373345,664,447
2709943.853011373,577,447
2709982.995589004,753,447
2709926.7455598935,536,447
2709981.5610717647,645,447
2709989.909637199,542,447
2709926.324185106,587,447
2709974.04610108,474,447
2709921.4023967176,696,447
2709995.5415197457,581,447
2709937.65206642,651,447
2709969.8890845813,695,447
2709994.9853011454,507,447
2709985.106795904,641,447
2709966.3726939755,618,447
2709990.5635776683,538,447
2709932.8957229443,596,447
2709933.289968493,588,447
2709996.9707153505,573,447
2709917.8307160423,544,447
2709958.580310129,470,447
2710008.3871524576,659,447
2709912.160790195,522,447
2709932.30074191,462,447
2709918.5283734878,662,447
2709954.51091368,563,447
2709966.701729316,662,447
2709933.962150312,518,447
2709933.98611359,577,447
2709975.7275503124,501,447
2709951.2887501856,458,447
2709951.8387006936,586,447
2709919.686984646,568,447
2710000.8407689934,622,447
2709916.6641617953,528,447
2709910.9142747447,477,447
2709997.2973874984,639,447
2709945.238032344,500,447
2709928.457498928,418,447
2709963.3540016958,423,447
2709944.459176581,550,447
2710005.8745690794,741,447
2709940.8114183233,572,447
2709915.2335407464,675,447
2710004.4508258607,618,447
2710008.06544758,508,447
