start_time,flow_packet_num,flow_sizes,mean_packet_size_32,mean_packet_size_20,mean_packet_size_16,mean_packet_size_8,mean_packet_size_4,coflow_id
15584.0,28694,27976180.9,976.7,975.8,976.9,977.8,970.5,4
15567.0,28694,27978696.8,976.0,976.8,976.8,977.2,972.4,4
15572.0,28694,27979317.4,976.5,979.3,980.1,981.5,984.7,4
15573.0,28694,27977096.2,972.0,973.0,972.7,971.1,966.6,4
15607.0,28694,27975602.1,977.2,977.9,977.7,978.4,982.9,4
15595.0,28694,27974511.4,972.9,972.0,973.7,971.5,970.4,4
15575.0,28694,27974418.9,973.0,974.6,971.0,972.3,975.4,4
15628.0,28694,27976298.8,976.0,976.6,976.7,979.4,977.8,4
15593.0,28694,27976632.2,974.5,972.7,972.8,968.4,967.4,4
15569.0,28694,27973806.7,970.0,971.6,971.6,972.6,969.5,4
15552.0,28694,27978008.6,974.1,976.4,978.2,980.4,986.0,4
15549.0,28694,27976319.6,975.0,975.3,975.0,978.2,982.4,4
15592.0,28694,27977081.8,973.7,972.8,974.7,974.2,976.2,4
15606.0,28694,27975550.0,975.6,974.7,973.8,971.4,976.4,4
15598.0,28694,27976196.8,974.7,976.7,977.0,978.2,978.8,4
15597.0,28694,27977079.4,976.5,979.1,977.5,978.9,985.2,4
15553.0,28694,27975222.5,975.9,975.7,974.5,977.7,979.0,4
15554.0,28694,27976705.4,977.2,976.9,976.2,975.1,976.6,4
15562.0,28694,27976533.0,976.8,977.1,977.2,977.0,974.0,4
15577.0,28694,27975708.4,972.7,974.8,974.4,971.9,970.1,4
15568.0,28694,27974592.8,975.3,974.3,972.6,977.3,980.0,4
15570.0,28694,27979440.5,971.2,968.4,968.3,970.7,965.9,4
15585.0,28694,27978528.6,976.6,977.1,977.0,980.5,979.9,4
15565.0,28694,27978657.0,974.5,972.9,973.6,975.0,974.4,4
15540.0,28694,27973820.0,977.5,976.5,977.0,976.6,978.0,4
15553.0,28694,27975310.4,976.1,977.1,975.0,972.9,975.8,4
15545.0,28694,27979065.7,974.9,975.2,974.1,968.8,966.6,4
15626.0,28694,27978208.4,975.8,975.9,975.1,978.3,985.6,4
15596.0,28694,27976384.9,974.7,974.6,974.6,972.7,974.6,4
15563.0,28694,27975630.2,976.6,975.5,976.2,980.6,982.0,4
15604.0,28694,27973131.5,978.8,980.0,981.6,982.6,985.0,4
15588.0,28694,27972345.0,975.0,975.8,975.6,976.2,971.2,4
15607.0,28694,27978329.5,977.7,978.6,979.0,976.3,976.8,4
15576.0,28694,27978435.2,976.8,977.6,979.6,977.3,977.8,4
15592.0,28694,27974616.1,973.2,972.2,971.8,968.7,960.7,4
15621.0,28694,27975263.1,977.3,978.7,978.8,975.9,970.3,4
15552.0,28694,27978388.9,974.3,976.5,975.6,975.4,976.4,4
15619.0,28694,27975398.9,979.4,980.4,980.6,981.6,981.4,4
15575.0,28694,27977416.6,971.2,969.2,967.4,967.5,966.4,4
15601.0,28694,27975625.8,973.4,971.0,971.4,970.4,964.4,4
15585.0,28694,27974499.9,977.0,974.6,974.5,972.2,972.7,4
15588.0,28694,27977195.6,973.3,974.2,973.7,978.6,976.2,4
15532.0,28694,27974098.4,973.7,973.0,974.3,973.5,971.6,4
15618.0,28694,27978977.8,973.9,974.1,973.1,977.6,984.4,4
15543.0,28694,27975368.8,976.0,974.6,972.8,975.9,979.0,4
15541.0,28694,27975964.1,974.8,975.2,973.5,973.6,975.1,4
15568.0,28694,27975460.0,975.7,975.1,974.2,972.4,970.4,4
15611.0,28694,27976458.0,975.0,975.1,974.3,971.0,972.0,4
15614.0,28694,27976361.3,974.4,974.3,972.9,971.2,974.6,4
15544.0,28694,27976889.3,975.7,975.4,974.5,973.1,975.8,4
15541.0,28694,27974785.3,974.2,972.4,970.6,973.8,969.4,4
15556.0,28694,27977433.8,974.1,974.1,973.3,972.9,974.3,4
15624.0,28694,27978021.0,976.0,973.6,972.6,974.1,976.6,4
15629.0,28694,27977967.9,974.3,976.1,977.0,978.7,975.2,4
15611.0,28694,27978405.0,972.4,972.2,972.5,969.5,973.7,4
15593.0,28694,27978733.2,975.1,974.1,973.3,976.4,977.0,4
15581.0,28694,27975721.1,973.1,973.4,975.7,974.4,970.8,4
15595.0,28694,27975135.3,976.7,979.2,980.0,977.5,982.4,4
15617.0,28694,27976936.1,974.3,973.6,973.0,971.8,971.0,4
15554.0,28694,27976570.9,974.3,973.6,973.0,974.9,976.1,4
15587.0,28694,27975546.5,976.2,977.6,978.8,974.4,976.7,4
15559.0,28694,27975671.4,974.0,972.8,973.3,973.4,972.6,4
15627.0,28694,27977308.0,976.0,975.1,973.0,970.2,967.9,4
15606.0,28694,27978055.2,975.1,975.1,974.4,974.5,975.9,4
15614.0,28694,27976172.7,979.2,976.9,977.9,976.9,980.8,4
15625.0,28694,27979259.9,973.9,973.8,973.1,972.2,971.1,4
15585.0,28694,27974365.9,976.2,975.8,977.8,977.5,980.9,4
15550.0,28694,27976852.4,975.9,975.4,976.1,977.0,980.2,4
15601.0,28694,27977465.5,974.5,975.7,976.1,974.6,974.5,4
15548.0,28694,27975091.7,976.5,975.0,975.3,970.9,970.6,4
15598.0,28694,27981824.0,975.8,975.1,975.8,978.2,981.5,4
15570.0,28694,27978365.4,975.1,974.5,976.7,977.9,980.1,4
15616.0,28694,27974329.4,974.7,975.9,974.8,975.1,979.8,4
15619.0,28694,27978009.4,975.3,973.7,972.9,972.0,977.1,4
15579.0,28694,27976552.7,974.7,975.5,976.4,978.5,976.2,4
15540.0,28694,27976842.6,978.0,979.3,979.7,982.2,980.2,4
15621.0,28694,27978695.9,975.8,974.1,973.3,975.4,973.7,4
15628.0,28694,27976694.3,977.3,976.6,977.1,983.7,982.8,4
15566.0,28694,27977319.0,974.0,972.5,971.9,968.4,969.4,4
15559.0,28694,27978615.5,976.9,977.5,977.9,980.7,980.9,4
15619.0,28694,27977956.3,976.1,975.6,973.1,972.0,975.9,4
15607.0,28694,27978331.0,973.2,972.6,972.5,974.4,976.7,4
15596.0,28694,27980404.9,975.2,975.3,975.8,972.8,966.7,4
15578.0,28694,27977738.6,973.0,973.9,972.0,976.0,978.0,4
15622.0,28694,27974517.9,971.5,972.7,972.0,973.3,972.4,4
15589.0,28694,27976282.4,976.3,974.4,973.4,974.1,973.2,4
15563.0,28694,27975096.1,978.1,980.1,978.7,979.0,985.1,4
15586.0,28694,27973341.8,977.7,979.1,980.4,979.7,977.2,4
15538.0,28694,27976318.3,973.0,969.3,969.5,965.8,961.1,4
15603.0,28694,27976546.3,973.6,973.0,972.8,972.8,973.0,4
15592.0,28694,27978064.2,971.5,970.7,970.2,969.1,970.0,4
15579.0,28694,27977564.1,974.3,976.6,975.9,973.9,974.7,4
15622.0,28694,27975174.1,975.0,975.6,976.4,978.8,979.1,4
15602.0,28694,27976373.4,977.2,977.4,977.3,975.2,978.0,4
15625.0,28694,27976285.0,978.2,976.6,978.0,976.5,977.7,4
15585.0,28694,27976060.4,973.3,974.2,975.0,973.2,975.4,4
15599.0,28694,27977596.8,976.2,976.6,977.8,974.5,976.8,4
15599.0,28694,27977715.8,977.1,977.3,977.8,978.4,976.1,4
15570.0,28694,27975961.0,976.7,977.8,976.4,976.6,981.8,4
15584.0,28694,27974212.3,977.0,975.9,975.6,976.8,983.5,4
15612.0,28694,27976178.8,974.2,973.5,971.8,971.8,978.8,4
15552.0,28694,27976024.9,975.4,976.7,976.7,978.6,977.8,4
15572.0,28694,27979197.2,976.9,976.0,975.2,972.2,969.0,4
15560.0,28694,27977780.8,975.8,975.2,975.4,974.3,972.4,4
15604.0,28694,27976926.4,976.7,975.8,974.7,974.7,973.6,4
15596.0,28694,27975910.0,974.7,975.7,977.1,976.7,977.0,4
15607.0,28694,27979262.7,975.9,976.4,978.6,975.8,980.2,4
15548.0,28694,27975014.7,974.4,977.7,975.9,970.2,975.5,4
15612.0,28694,27973937.3,976.0,976.4,975.4,984.3,983.8,4
15582.0,28694,27978210.4,975.8,976.2,977.2,973.6,976.6,4
15584.0,28694,27977160.8,975.0,973.8,976.5,980.4,980.5,4
15557.0,28694,27975411.6,974.5,975.1,975.0,974.0,975.6,4
15557.0,28694,27978749.1,975.3,976.1,973.8,971.8,977.0,4
15532.0,28694,27979227.6,976.9,976.9,977.5,975.8,974.3,4
15613.0,28694,27975121.2,973.8,973.3,975.4,976.8,973.7,4
15546.0,28694,27974590.6,975.0,976.4,978.0,979.8,980.8,4
15630.0,28694,27977363.8,977.8,977.7,978.2,978.5,980.1,4
15614.0,28694,27978630.1,975.7,975.4,975.5,971.9,972.5,4
15563.0,28694,27976712.0,975.0,974.6,973.8,976.4,972.8,4
15587.0,28694,27975423.4,974.9,974.1,974.5,976.4,980.5,4
15593.0,28694,27979452.5,976.4,974.3,973.7,973.3,973.1,4
15535.0,28694,27979730.7,976.9,979.6,981.6,984.6,984.7,4
15600.0,28694,27972633.5,973.0,972.8,973.2,974.4,970.9,4
15557.0,28694,27974270.4,974.7,974.7,974.3,972.5,977.9,4
15532.0,28694,27977980.4,976.2,977.2,977.4,978.4,978.4,4
15556.0,28694,27978074.6,974.0,971.2,969.9,966.7,964.5,4
15630.0,28694,27974218.4,976.4,974.8,975.3,970.3,966.4,4
15605.0,28694,27977721.3,972.1,973.4,972.0,978.7,980.3,4
15544.0,28694,27976495.9,973.0,971.7,969.9,972.6,975.0,4
15628.0,28694,27976765.5,974.0,970.0,972.0,971.8,972.9,4
15568.0,28694,27976295.9,974.5,973.9,973.7,975.0,980.5,4
15533.0,28694,27975842.1,975.3,975.2,974.7,976.9,977.6,4
15548.0,28694,27978029.5,976.2,977.3,976.6,977.5,977.2,4
15558.0,28694,27976002.7,976.0,975.1,974.3,974.8,973.3,4
15627.0,28694,27975893.7,976.3,978.6,975.9,975.5,971.2,4
15589.0,28694,27978802.2,974.4,973.4,974.9,972.1,970.7,4
15627.0,28694,27976703.2,977.7,977.9,977.9,976.0,978.6,4
15536.0,28694,27976748.0,977.1,977.8,979.4,977.6,975.7,4
15561.0,28694,27976789.1,975.9,973.9,974.0,976.9,979.1,4
15537.0,28694,27978843.2,975.3,974.4,975.1,975.1,977.3,4
15619.0,28694,27978765.8,977.5,976.1,976.0,978.0,976.2,4
15534.0,28694,27976726.0,975.7,976.7,977.2,975.0,973.6,4
15557.0,28694,27975339.5,974.8,978.7,980.7,981.2,979.3,4
15583.0,28694,27978801.7,976.0,975.9,975.9,978.2,980.3,4
15574.0,28694,27977368.1,971.6,969.9,969.6,969.2,965.9,4
15567.0,28694,27978055.5,974.6,973.5,972.3,972.9,972.8,4
15552.0,28694,27973782.0,976.1,975.4,974.9,973.2,980.4,4
15603.0,28694,27974217.4,976.2,975.6,975.7,978.8,981.0,4
15585.0,28694,27976536.6,976.0,977.9,977.6,979.4,981.3,4
15611.0,28694,27977532.9,975.8,975.6,976.7,974.7,970.7,4
15613.0,28694,27976180.3,973.3,972.6,972.2,966.2,966.3,4
15543.0,28694,27978434.8,976.6,979.1,977.8,977.5,976.0,4
15612.0,28694,27975822.1,972.7,971.2,972.1,970.5,969.4,4
15615.0,28694,27973424.7,974.4,974.7,974.8,972.7,973.3,4
15582.0,28694,27976741.4,974.8,974.5,973.6,974.3,973.0,4
15543.0,28694,27977055.4,972.2,970.5,970.2,970.5,967.2,4
15599.0,28694,27975181.4,975.3,975.1,975.8,974.2,967.5,4
15628.0,28694,27978089.1,974.4,976.0,976.1,973.0,976.3,4
15561.0,28694,27976302.5,978.7,978.3,976.7,973.7,975.9,4
15605.0,28694,27976644.6,976.2,977.7,977.7,973.4,968.6,4
15536.0,28694,27978525.3,972.8,970.7,970.4,971.0,974.5,4
15570.0,28694,27977401.2,973.5,974.0,972.8,978.8,975.5,4
15599.0,28694,27977363.1,971.7,971.8,972.2,974.2,976.9,4
15537.0,28694,27975919.5,976.2,974.4,974.2,972.3,974.7,4
15600.0,28694,27976583.1,976.8,977.1,977.6,975.0,977.0,4
15628.0,28694,27974804.0,975.3,975.0,975.6,975.7,974.1,4
15581.0,28694,27975585.1,975.5,975.6,974.6,974.5,975.6,4
15569.0,28694,27976525.8,974.8,976.5,976.3,975.8,978.0,4
15605.0,28694,27977243.7,971.1,973.3,971.7,970.7,968.1,4
15600.0,28694,27976614.5,981.6,981.7,982.2,985.4,985.3,4
15557.0,28694,27976425.7,977.8,976.5,974.7,971.2,976.2,4
15585.0,28694,27975126.3,973.7,973.4,972.9,972.9,973.3,4
15551.0,28694,27974664.1,978.2,976.8,976.6,971.8,972.6,4
15563.0,28694,27976749.5,975.4,977.7,978.5,977.3,976.8,4
15563.0,28694,27975018.2,975.7,973.4,973.8,979.6,977.2,4
15630.0,28694,27974192.5,976.8,975.1,974.5,975.7,978.6,4
15532.0,28694,27977170.1,974.6,974.3,974.8,971.6,972.2,4
15562.0,28694,27980374.1,977.1,979.5,978.1,978.2,974.8,4
15544.0,28694,27977848.8,975.6,977.4,977.7,976.5,973.2,4
15629.0,28694,27975926.5,974.0,974.8,974.1,977.6,976.4,4
15605.0,28694,27977698.0,971.4,971.6,972.3,963.8,963.1,4
15592.0,28694,27975828.1,972.9,973.6,971.6,970.9,967.0,4
15542.0,28694,27977633.2,978.0,978.4,980.4,980.6,976.1,4
15630.0,28694,27975670.1,978.7,980.6,979.3,978.9,972.3,4
15549.0,28694,27978809.9,977.5,978.1,978.1,975.5,973.2,4
15617.0,28694,27979078.9,978.8,976.8,975.4,976.2,969.4,4
15615.0,28694,27978259.8,973.7,973.3,973.1,972.6,968.0,4
15585.0,28694,27977419.4,978.3,978.8,979.4,980.4,988.0,4
15581.0,28694,27976091.9,975.4,975.1,975.6,977.5,976.8,4
15591.0,28694,27977603.3,974.6,972.4,973.4,979.7,980.7,4
15544.0,28694,27977903.6,977.4,978.4,979.1,982.0,979.0,4
15604.0,28694,27976805.9,974.2,974.6,973.6,974.0,974.2,4
15534.0,28694,27977236.9,972.4,974.0,973.0,972.8,968.0,4
15541.0,28694,27974918.6,977.7,977.9,976.6,977.4,977.9,4
15555.0,28694,27977257.6,974.4,975.1,975.7,973.4,974.5,4
15568.0,28694,27976108.4,972.1,971.8,970.9,973.1,968.8,4
15544.0,28694,27976512.9,974.7,975.0,974.2,973.0,974.8,4
15616.0,28694,27974483.8,980.6,979.3,979.7,979.2,974.0,4
15628.0,28694,27973952.5,974.8,973.5,975.0,974.8,975.5,4
15533.0,28694,27975835.3,977.7,976.8,975.0,978.6,975.3,4
15600.0,28694,27977477.6,976.0,976.5,976.9,979.0,975.6,4
15628.0,28694,27978185.7,972.6,971.6,972.6,972.4,975.7,4
15560.0,28694,27976727.8,975.3,979.3,978.7,981.7,983.4,4
15556.0,28694,27980693.5,974.8,975.2,974.1,976.6,977.0,4
15615.0,28694,27976268.3,972.7,974.3,973.7,971.0,975.9,4
15631.0,28694,27975903.4,978.2,975.7,977.8,978.8,977.0,4
15601.0,28694,27976716.2,977.7,978.5,976.7,976.8,978.5,4
15624.0,28694,27975644.8,974.2,975.9,977.3,974.5,981.7,4
15547.0,28694,27976243.2,974.0,974.7,974.0,974.7,977.2,4
15587.0,28694,27980419.8,977.4,976.7,976.2,975.3,972.4,4
15579.0,28694,27976305.1,976.1,974.8,974.5,974.1,971.4,4
15561.0,28694,27978101.4,972.0,970.7,972.4,972.3,967.2,4
15606.0,28694,27976944.2,973.9,975.7,975.3,977.0,983.2,4
15566.0,28694,27974405.5,978.2,976.2,976.5,978.2,973.9,4
15597.0,28694,27977334.2,975.6,974.3,975.0,980.6,978.8,4
15562.0,28694,27978890.3,972.5,973.9,974.7,975.6,974.6,4
15613.0,28694,27974807.4,973.6,975.2,974.4,970.9,971.9,4
15573.0,28694,27975599.7,976.5,976.1,974.0,975.4,977.0,4
15552.0,28694,27976926.7,974.4,974.5,975.8,975.4,977.4,4
15534.0,28694,27977146.3,974.5,975.7,976.2,974.4,978.2,4
15569.0,28694,27976497.7,975.3,976.1,976.6,976.0,972.6,4
15582.0,28694,27976109.0,975.0,973.7,973.4,975.8,977.6,4
15546.0,28694,27977174.9,975.7,975.7,975.1,973.0,978.5,4
15587.0,28694,27973891.7,974.4,972.5,973.4,976.9,980.4,4
15541.0,28694,27977999.3,973.3,973.6,973.6,968.9,974.6,4
15566.0,28694,27977523.3,974.3,972.7,971.3,967.6,967.2,4
15594.0,28694,27973696.7,973.6,971.4,971.8,972.1,973.9,4
15585.0,28694,27975299.1,978.7,981.1,979.7,980.4,977.5,4
15598.0,28694,27980070.5,975.7,975.5,975.6,980.0,976.4,4
15536.0,28694,27977175.7,974.1,973.7,973.9,975.6,981.6,4
15631.0,28694,27978121.9,976.9,977.9,978.5,981.7,982.6,4
15536.0,28694,27976762.4,978.0,977.6,979.2,977.9,982.8,4
15627.0,28694,27977417.7,977.6,976.6,978.2,974.4,974.0,4
15616.0,28694,27976491.4,974.4,977.1,978.1,975.9,981.0,4
15614.0,28694,27977638.0,976.4,976.0,976.4,977.2,978.1,4
15623.0,28694,27976703.9,973.8,975.6,976.0,976.3,971.8,4
15590.0,28694,27977463.4,977.9,978.6,976.9,974.3,973.6,4
15627.0,28694,27978214.0,971.8,971.1,970.5,966.2,964.4,4
15571.0,28694,27976411.8,973.1,974.7,973.5,973.5,974.0,4
15617.0,28694,27972375.2,975.9,976.8,976.2,974.6,970.5,4
15550.0,28694,27976752.6,976.2,975.1,975.3,977.4,975.2,4
15547.0,28694,27977136.5,973.6,974.9,975.0,969.8,979.0,4
15585.0,28694,27974988.6,975.3,975.3,975.4,973.0,972.2,4
15576.0,28694,27976840.3,974.6,974.4,974.2,969.6,967.7,4
15558.0,28694,27973642.2,976.3,975.1,974.5,976.2,972.4,4
15609.0,28694,27975993.2,972.5,971.1,971.1,968.7,971.4,4
15604.0,28694,27973485.8,974.0,974.0,974.1,979.2,976.6,4
15558.0,28694,27978254.4,976.2,975.5,976.3,971.4,974.0,4
15554.0,28694,27975821.6,972.2,971.4,971.7,970.6,974.2,4
15611.0,28694,27977170.8,973.9,974.4,975.7,978.2,978.3,4
15553.0,28694,27972194.2,972.7,973.3,972.9,973.0,974.8,4
15552.0,28694,27978145.7,970.5,968.7,967.2,965.5,965.9,4
15595.0,28694,27972486.4,974.5,975.0,975.8,975.0,974.4,4
15594.0,28694,27976490.1,975.5,973.5,972.3,970.8,961.0,4
15555.0,28694,27975828.5,978.3,980.6,980.5,980.2,978.6,4
15585.0,28694,27977159.0,971.5,969.3,969.3,971.6,970.6,4
15597.0,28694,27977258.1,975.6,976.5,975.3,975.1,977.0,4
15581.0,28694,27978703.8,975.7,978.4,979.0,977.6,979.8,4
15551.0,28694,27976165.0,976.7,974.5,974.8,979.9,979.8,4
15629.0,28694,27972176.6,978.6,981.5,981.4,984.3,984.6,4
