start_time,flow_packet_num,flow_size,mean_packet_size_32,mean_packet_size_20,mean_packet_size_16,mean_packet_size_8,mean_packet_size_4,coflow_id
15533.133982170804,32476,27912358,850.53125,850.4,857.3125,874.5,878.25,4
15588.413219135595,32439,27891983,866.03125,868.65,863.6875,862.5,843.25,4
15545.979915171249,32517,27960994,864.15625,859.85,862.4375,861.375,852.5,4
15569.122991745022,32559,27974009,860.21875,863.05,871.5,896.25,888.5,4
15593.11415167517,32499,27942535,856.21875,857.1,856.625,875.375,887.5,4
15613.164012104651,32528,27968527,854.375,852.0,861.125,859.0,865.75,4
15570.733442797702,32551,27983504,863.375,864.9,863.625,866.875,835.5,4
15608.762044435913,32534,27972436,855.75,851.8,845.25,828.875,801.25,4
15533.400063184996,32515,27938094,859.0,857.2,859.5,855.875,853.5,4
15583.31191400158,32489,27919936,859.71875,856.5,852.25,873.75,876.75,4
15569.722069767306,32450,27890221,846.15625,844.45,841.625,835.375,863.75,4
15578.760970782841,32495,27922108,849.625,842.9,841.875,840.5,869.75,4
15558.545737761573,32556,27969109,866.375,872.05,861.875,872.125,862.5,4
15588.291482126288,32476,27903534,869.6875,864.15,867.6875,875.625,875.25,4
15560.255502279399,32488,27926176,861.59375,865.0,868.3125,852.75,858.25,4
15600.887397689077,32569,27999578,858.96875,849.25,856.5,855.375,841.0,4
15622.915214674244,32546,27965413,860.1875,851.35,852.1875,853.25,864.0,4
15554.55394940602,32528,27963985,877.8125,882.3,887.5625,903.5,896.25,4
15573.262926817362,32516,27933041,866.6875,862.9,863.0625,861.75,844.75,4
15603.468440429604,32502,27928742,864.15625,868.65,865.3125,862.125,872.25,4
15583.893248665916,32589,28013707,864.375,866.9,865.1875,856.875,839.25,4
15624.347496085638,32537,27970003,862.21875,865.65,870.75,874.125,885.5,4
15583.371058659446,32493,27922365,864.9375,863.15,862.9375,874.875,867.25,4
15620.370726070545,32609,28037068,861.40625,853.4,857.0625,842.125,848.5,4
15542.181221672401,32562,27994758,858.0,858.2,861.0625,865.0,867.25,4
15608.18318112582,32605,28026483,857.0625,848.3,850.0,863.25,848.75,4
15541.563451678905,32539,27958939,855.71875,855.75,859.75,851.125,872.5,4
15543.171286943689,32538,27961093,855.65625,855.75,854.25,844.625,834.75,4
15586.957759463761,32473,27907354,867.65625,869.25,872.375,884.75,899.5,4
15545.335109203008,32550,27978757,857.90625,856.65,861.1875,851.75,828.5,4
15599.318256952682,32546,27975483,860.53125,865.75,876.875,887.875,884.75,4
15620.611830349999,32498,27937478,850.9375,842.15,848.5,852.875,849.75,4
15594.865552584002,32521,27940465,869.0625,870.9,867.5625,865.0,852.75,4
15607.892568600197,32499,27934973,870.90625,870.6,862.8125,869.25,883.5,4
15572.67737258816,32480,27918818,850.375,841.3,836.3125,857.625,884.5,4
15532.956986184548,32530,27963729,875.0625,879.55,885.9375,888.125,904.5,4
15592.543391309555,32549,27970798,863.375,856.7,855.0,854.75,845.0,4
15557.25693397088,32558,27986068,853.21875,843.8,834.5,853.5,869.25,4
15531.244556086061,32631,28050433,859.15625,851.2,853.125,859.125,883.25,4
15620.907217029287,32449,27894642,858.28125,858.55,850.625,854.625,859.5,4
15558.449338069513,32486,27909194,854.1875,855.7,857.6875,853.125,859.5,4
15610.633588364632,32598,28016996,860.1875,854.2,848.5,848.625,833.25,4
15559.733833969147,32533,27966229,856.59375,859.6,850.625,850.0,856.0,4
15534.333748180317,32529,27956921,866.75,867.75,867.5625,874.25,873.5,4
15618.825562161317,32536,27966973,851.59375,840.4,843.25,846.875,855.25,4
15625.545893559838,32539,27969697,869.34375,873.6,873.625,864.5,853.75,4
15572.651349618458,32475,27906910,867.78125,860.25,859.9375,851.125,861.25,4
15615.534038053802,32583,28001111,871.46875,865.3,865.6875,867.625,872.25,4
15608.96270618453,32566,27987218,873.15625,882.05,888.25,903.25,906.25,4
15586.221507840899,32498,27925748,848.875,864.15,864.0625,858.375,880.25,4
15612.178135661352,32521,27957403,855.28125,854.65,847.875,860.625,844.25,4
15538.65458352434,32561,27989524,864.90625,867.35,871.8125,881.0,878.5,4
15550.751760738973,32487,27930382,862.6875,863.1,866.75,877.5,851.0,4
15590.20714353738,32462,27894714,855.40625,852.4,853.375,858.875,855.25,4
15568.868328587874,32568,27995754,858.46875,854.7,864.6875,859.0,871.25,4
15597.73538166136,32565,27996408,867.90625,866.95,859.875,874.625,879.5,4
15570.860343542832,32558,27960925,857.125,851.35,856.9375,868.0,852.0,4
15600.626499795562,32461,27880517,854.9375,844.55,850.125,853.75,887.75,4
15549.388803732996,32582,28000230,864.15625,865.65,864.5,880.0,854.0,4
15628.548164467375,32534,27975110,853.71875,851.7,844.5,848.5,863.5,4
15551.146845612948,32541,27975823,862.71875,868.6,870.6875,870.25,881.0,4
15603.167606448324,32491,27936789,860.5,873.25,871.3125,887.25,905.75,4
15547.441455044365,32551,27978021,848.78125,841.4,847.375,823.875,808.25,4
15587.42531156069,32563,27977097,852.0625,850.55,853.6875,838.0,851.75,4
15577.640433388551,32617,28016870,869.46875,873.35,868.875,868.875,846.75,4
15563.27029162138,32562,27986979,854.375,860.75,851.0625,862.75,856.75,4
15589.274504115647,32540,27978328,869.28125,868.35,864.8125,868.625,863.25,4
15607.647965770522,32572,27991183,864.5625,851.85,853.1875,862.625,833.0,4
15556.934813778582,32507,27952253,847.625,836.6,841.9375,845.125,834.0,4
15593.70156009588,32493,27933016,859.09375,858.3,859.3125,871.125,885.25,4
15598.103672262903,32543,27977566,872.28125,870.55,878.375,876.625,834.5,4
15588.27552519538,32434,27882877,857.125,867.65,874.5625,877.375,885.0,4
15617.767239909217,32511,27952858,864.09375,862.45,860.75,857.5,855.25,4
15598.87516503169,32485,27915882,871.75,871.4,870.0625,848.125,852.0,4
15562.279018358988,32508,27944200,859.4375,864.65,864.8125,876.25,869.75,4
15563.941085301862,32503,27934987,862.78125,854.05,856.9375,865.625,862.0,4
15606.347175054992,32459,27878721,858.09375,863.75,862.625,871.625,875.0,4
15603.071143606565,32517,27946797,862.5625,863.85,864.25,872.75,898.0,4
15542.531296448582,32576,27997683,861.625,854.45,848.25,831.25,845.75,4
15541.386247166232,32549,27973244,866.5625,870.9,872.0,864.375,866.75,4
15570.824107644432,32627,28044103,854.125,853.4,845.375,865.125,872.5,4
15627.572214979202,32589,28008461,864.78125,862.05,858.75,858.375,866.0,4
15615.020013176963,32527,27959164,861.78125,866.35,862.6875,872.5,870.75,4
15610.240853278017,32514,27952344,859.65625,865.25,858.25,860.0,850.25,4
15558.919633616077,32526,27950970,860.28125,863.05,857.25,848.125,868.75,4
15541.448079497934,32551,27988032,862.5,867.15,867.5,867.125,867.25,4
15553.143099658766,32535,27966335,838.0,841.15,843.375,855.0,848.0,4
15598.956705797857,32524,27950426,853.59375,854.65,859.0,859.25,869.25,4
15585.856220603488,32525,27959470,876.875,875.1,873.25,862.0,872.0,4
15628.776762790692,32569,28002196,850.8125,856.65,851.5625,839.125,826.75,4
15544.228535158854,32544,27965710,861.3125,862.35,855.0625,848.5,845.75,4
15537.88591743058,32533,27966383,860.84375,856.7,855.0625,854.0,847.75,4
15560.95916450976,32544,27979835,869.15625,865.35,870.625,880.125,876.0,4
15536.481135690849,32499,27936751,865.0625,861.3,865.1875,857.875,848.5,4
15626.007958599446,32567,27989926,857.1875,866.7,865.75,860.5,849.5,4
15535.026223107898,32520,27954513,871.21875,878.55,878.25,865.25,852.0,4
15544.544013176903,32538,27962690,864.0,865.2,859.8125,854.375,855.0,4
15585.315935489458,32525,27941146,864.1875,873.8,881.75,880.875,868.5,4
15572.580840913242,32515,27933120,854.5,847.15,844.5625,857.0,852.0,4
15579.655985969992,32539,27966876,859.125,861.75,858.8125,861.75,879.5,4
15610.813694154635,32499,27922249,861.4375,861.85,859.875,844.125,838.5,4
15592.94512442372,32522,27958945,840.375,834.35,828.8125,800.625,824.0,4
15568.369857278529,32492,27931261,854.40625,855.2,864.9375,855.125,827.25,4
15537.946379917446,32465,27898678,863.15625,854.3,855.5,855.875,879.5,4
15581.458856107614,32507,27935114,856.875,855.2,847.5625,845.375,848.25,4
15556.929481950765,32535,27964748,858.25,861.4,855.625,864.75,841.0,4
15600.158154464369,32511,27943266,850.8125,859.2,864.75,863.125,855.5,4
15544.292485536378,32512,27925214,852.375,864.55,865.3125,874.0,884.0,4
15557.605091895524,32445,27892931,854.125,855.95,854.25,863.75,863.25,4
15581.047798855685,32443,27883980,858.0,874.05,881.375,869.625,868.75,4
15556.563020624684,32460,27898051,874.875,869.65,872.0625,860.5,841.75,4
15570.41548513585,32522,27952992,844.3125,847.6,852.375,843.0,858.0,4
15598.097214778654,32527,27956634,863.1875,850.15,838.3125,837.125,821.25,4
15534.029801876066,32608,28021008,845.4375,850.9,854.0,864.0,861.5,4
15585.592513031423,32545,27959905,850.09375,849.5,854.0625,847.25,856.75,4
15541.334946502391,32531,27977504,856.03125,856.25,856.5,866.0,881.75,4
15595.9776270233,32480,27917312,860.0625,856.55,859.5,877.375,901.0,4
15598.841729537682,32486,27917758,853.0,849.4,849.5,847.75,862.75,4
15600.754652942687,32604,28024723,859.0625,860.95,857.4375,844.0,841.0,4
15616.649236611374,32568,27991643,866.5,866.0,862.3125,857.875,872.75,4
15575.694027427615,32540,27969847,857.15625,849.2,853.0,833.75,809.0,4
15540.59500287008,32513,27930113,858.9375,863.25,868.0625,866.875,851.25,4
15532.202419194711,32571,27997200,850.8125,855.35,851.125,849.5,830.5,4
15547.592325111824,32498,27941923,857.40625,859.05,854.0625,855.875,868.5,4
15586.115087053693,32541,27986305,862.96875,866.55,863.4375,856.0,837.25,4
15591.44731415436,32478,27920397,861.78125,863.05,868.0625,853.25,872.5,4
15606.54296315702,32532,27967065,869.84375,856.05,856.1875,861.5,850.75,4
15592.47314553046,32619,28031984,858.59375,856.45,854.9375,858.875,854.75,4
15537.689753822839,32432,27879598,861.1875,865.25,863.0625,837.25,850.5,4
15589.952559237558,32558,27989182,862.5,862.85,863.8125,874.25,878.25,4
15581.367890908465,32510,27933288,860.59375,869.5,871.8125,862.875,843.0,4
15541.477305590808,32603,28019798,868.875,876.9,874.875,885.125,886.5,4
15532.753822183946,32521,27944504,871.4375,875.3,868.5625,869.625,873.5,4
15618.78364839992,32529,27975094,859.96875,864.35,853.6875,857.125,859.0,4
15583.34780867839,32597,28009122,855.78125,855.4,855.5625,851.75,852.0,4
15601.059001272111,32541,27971282,863.03125,862.1,864.625,852.125,848.0,4
15548.2628441536,32559,27982287,867.09375,873.6,876.0625,876.5,903.75,4
15556.473390081592,32540,27969609,855.96875,862.65,859.0,853.375,874.75,4
15548.198049979825,32580,28005425,851.25,854.15,858.25,846.25,832.75,4
15548.005995953534,32546,27986237,866.90625,868.2,871.875,870.25,881.25,4
15588.53647753656,32549,27967252,856.96875,850.45,854.5625,851.875,833.5,4
15612.539544080717,32542,27981701,869.3125,857.05,853.375,848.25,856.5,4
15560.636682158576,32608,28035173,864.375,864.55,864.125,861.125,845.5,4
15543.493173956811,32489,27918955,861.3125,861.1,856.4375,862.625,868.25,4
15564.34135235562,32460,27891903,869.40625,871.25,875.0,905.375,891.75,4
15556.472616855968,32509,27951878,866.65625,863.15,856.75,851.75,852.0,4
15565.268647538174,32477,27902997,847.875,846.35,852.375,856.25,875.5,4
15585.52975044075,32488,27913288,871.4375,869.65,870.4375,855.0,878.75,4
15609.03437380752,32551,27980961,853.875,853.55,854.3125,844.625,848.25,4
15616.009001759807,32586,28025588,862.1875,858.75,859.375,866.5,871.5,4
15610.420665056838,32519,27951873,852.4375,850.8,850.5625,853.5,870.0,4
15533.712005806874,32541,27972811,852.15625,846.7,842.375,832.0,825.5,4
15547.489527869257,32594,28018251,855.8125,853.8,852.6875,850.875,865.5,4
15584.672565702342,32534,27961304,857.25,860.95,864.5,838.125,856.25,4
15584.62463200224,32578,28005829,866.90625,860.15,864.4375,873.25,863.0,4
15599.254337593586,32511,27952274,869.59375,873.7,867.125,865.75,878.75,4
15608.4229226953,32459,27913567,858.78125,860.9,857.4375,862.25,886.0,4
15605.466271136813,32528,27959334,854.1875,864.9,871.9375,872.375,857.5,4
15621.49722474039,32578,27992276,856.25,860.5,864.125,872.125,850.25,4
15610.694396488534,32589,28016791,866.40625,863.8,867.0625,862.75,876.5,4
15588.115998462175,32487,27927656,862.25,855.65,853.875,864.5,843.5,4
15563.136009461288,32499,27938952,867.4375,866.95,860.6875,873.5,861.0,4
15618.800921770291,32541,27973039,866.25,871.65,873.875,860.75,860.0,4
15560.828855217616,32505,27933906,862.25,863.95,855.4375,848.125,865.25,4
15592.028366529441,32577,28005875,858.90625,867.4,860.5,855.0,844.25,4
15610.789609429774,32465,27899215,869.40625,872.35,871.3125,862.25,866.25,4
15599.529106414142,32559,27983190,850.6875,846.5,849.125,854.75,847.5,4
15577.009842393236,32494,27938069,862.5625,854.15,859.1875,865.75,855.25,4
15587.959401671671,32521,27957628,855.21875,853.7,858.4375,843.875,861.5,4
15602.143464171237,32604,28015859,861.375,855.7,855.1875,860.125,862.75,4
15626.304539458724,32588,28003128,859.4375,863.95,850.1875,878.5,889.25,4
15590.878006758348,32558,27986723,868.59375,864.55,859.0625,848.875,875.25,4
15625.838046206834,32550,27955200,865.0,867.65,864.4375,853.5,850.5,4
15630.873667605936,32543,27973461,844.9375,844.15,836.625,842.875,853.25,4
15579.586156440142,32548,27974602,860.1875,867.85,857.8125,868.375,850.25,4
15579.474393999964,32580,28005331,843.59375,838.8,838.125,838.75,830.0,4
15545.356165648724,32510,27934480,861.5,863.65,870.0,858.25,848.5,4
15566.9676777737,32445,27884485,873.78125,869.5,865.6875,872.375,888.0,4
15532.408595166868,32588,28013605,861.375,869.7,867.3125,861.875,868.25,4
15620.526576592503,32510,27946120,868.625,859.85,851.8125,861.5,875.0,4
15594.572735914177,32524,27956419,860.59375,859.7,862.25,873.625,887.0,4
15595.467212253232,32566,27986003,862.15625,858.95,861.3125,870.125,857.0,4
15574.884137352752,32515,27953273,867.03125,863.85,848.75,856.0,861.5,4
15614.438671060538,32547,27972157,847.40625,838.35,840.125,837.875,856.0,4
15572.003261910446,32513,27958531,863.5,871.9,867.8125,872.25,863.0,4
15564.371195841579,32547,27964527,856.90625,847.35,853.6875,865.125,863.5,4
15586.290822793088,32533,27952346,861.0625,854.0,850.5625,848.375,841.25,4
15625.146708603304,32495,27946426,857.9375,865.2,869.5,871.875,854.25,4
15611.670579127267,32577,28003600,844.125,837.35,837.0,858.875,865.5,4
15532.453788250294,32559,28001251,855.53125,853.9,851.75,835.875,836.5,4
15587.865786962635,32507,27946136,857.09375,858.6,870.5625,877.25,872.0,4
15539.501323830804,32509,27948003,861.59375,866.6,865.5,869.375,872.5,4
15583.553653190069,32578,28006671,868.8125,862.45,862.125,859.875,869.0,4
15599.222962044949,32529,27966486,847.28125,852.15,848.4375,853.75,839.75,4
15572.326682861069,32568,27994520,864.40625,856.75,850.8125,832.25,849.5,4
15629.605572625107,32524,27947766,864.90625,860.7,856.5625,874.75,904.5,4
15610.181903584158,32508,27953466,857.9375,857.95,856.1875,851.125,864.0,4
15584.126435458553,32540,27966039,861.5625,865.3,861.6875,867.0,881.5,4
15560.655909178102,32554,27974726,857.03125,851.35,850.4375,830.875,828.5,4
15577.7135053678,32582,28007016,853.3125,852.4,848.625,841.5,846.5,4
15596.500233548786,32566,27995461,868.34375,867.75,861.625,878.625,888.0,4
15623.076125909665,32531,27952908,864.84375,862.0,857.875,872.875,881.5,4
15575.918269294896,32569,28001036,873.5625,879.75,882.0625,889.875,890.5,4
15586.53448661341,32557,27980369,860.875,861.6,861.9375,850.25,857.75,4
15596.047580735114,32494,27925697,856.09375,858.0,857.625,851.625,852.0,4
15558.550292193631,32523,27950678,852.4375,857.95,851.875,863.875,879.5,4
15561.498645575204,32482,27911154,868.75,860.7,858.75,875.0,882.5,4
15559.351223300762,32585,28004129,871.0,879.1,877.375,881.75,905.5,4
15563.195862844039,32479,27919718,853.375,842.85,840.8125,838.5,832.5,4
15568.518919429767,32560,27976097,865.96875,859.25,865.4375,889.75,871.5,4
15591.855484794673,32493,27921863,854.90625,848.85,848.875,850.125,879.75,4
15574.553169783778,32514,27933950,851.59375,861.5,854.9375,824.625,832.5,4
15537.731254616303,32565,27981818,871.9375,872.3,879.1875,883.875,888.25,4
15545.043817380432,32459,27910118,873.5,869.75,878.5625,888.375,877.5,4
15536.367113388153,32584,28009458,854.0,845.5,840.4375,833.5,844.75,4
15592.549978562367,32518,27942090,858.1875,850.3,847.9375,843.75,852.25,4
15607.763563076896,32457,27892425,862.125,860.75,859.6875,868.875,878.75,4
15621.821162281287,32598,28018375,857.5625,859.1,862.125,871.125,880.25,4
15560.929976784726,32460,27889978,865.25,860.3,864.3125,881.5,880.0,4
15591.413534675728,32502,27932705,855.6875,856.5,853.3125,862.0,854.25,4
15620.284197789439,32579,28014632,859.3125,855.95,861.5,865.25,858.25,4
15557.52352803488,32529,27946512,861.84375,872.15,871.25,878.375,868.75,4
15608.423752377657,32572,27989534,849.0625,852.6,842.8125,851.625,861.5,4
15629.90084926897,32479,27913878,879.5,865.15,854.875,842.0,842.5,4
15538.097520353213,32583,28003837,865.03125,868.15,868.1875,863.25,868.75,4
15589.372796342563,32576,28008866,860.375,852.0,850.0625,837.625,835.75,4
15582.155944747981,32447,27885689,865.53125,872.6,873.75,873.0,865.25,4
15562.765860673488,32555,27999849,859.53125,871.15,863.5625,871.25,878.25,4
15605.429363927413,32417,27852632,853.03125,858.65,855.875,861.875,846.5,4
15598.53069514316,32563,27983092,863.0,860.95,872.1875,862.875,857.5,4
15571.967339148754,32575,27995239,865.75,856.7,864.0,872.875,865.0,4
15553.185497266011,32589,28016373,858.5,859.2,867.8125,873.625,873.75,4
15593.157848359264,32544,27966442,862.90625,853.6,848.9375,861.125,896.5,4
15627.490363514517,32547,27958055,858.375,865.75,871.25,878.0,890.75,4
15540.758314673762,32501,27942615,869.4375,866.0,861.6875,865.0,868.75,4
15597.28181249303,32511,27929091,858.5,845.95,848.125,833.625,845.0,4
15545.711658431135,32505,27936886,857.71875,858.45,859.125,872.125,885.5,4
15612.170830287714,32529,27957282,853.40625,860.6,859.4375,874.125,869.0,4
15608.94421336916,32548,27977153,866.1875,863.4,863.3125,868.25,863.25,4
15620.653693014756,32514,27952533,859.78125,866.75,865.6875,858.0,815.75,4
15549.707790603989,32537,27966227,865.125,871.45,871.125,881.0,902.25,4
15552.049662178346,32617,28025267,866.5,867.05,864.0,855.875,856.5,4
15623.815024800471,32546,27964273,853.65625,855.7,860.375,859.875,859.0,4
15582.692058796041,32517,27954074,852.03125,846.9,846.875,852.75,852.0,4
15630.071767148267,32577,28009914,849.84375,844.85,851.4375,850.0,859.5,4
15616.918547808971,32571,27989952,855.5625,859.0,859.1875,843.75,838.75,4
15531.419404521366,32518,27951124,845.59375,837.5,831.375,850.0,840.0,4
15607.102325743213,32578,28002814,851.59375,853.65,857.3125,848.25,842.5,4
15537.001511616025,32481,27913787,842.71875,847.05,847.625,864.625,866.0,4
15568.703865956688,32544,27986274,858.4375,864.0,864.3125,880.375,872.5,4
15625.274486712791,32523,27959399,864.34375,860.75,862.875,871.875,875.5,4
15572.634231312582,32455,27896844,864.78125,872.4,872.9375,859.0,863.75,4
15610.444486483926,32543,27981092,855.53125,862.2,858.4375,857.625,862.25,4
15571.573196642583,32572,27981902,850.5625,846.2,840.0,846.125,853.5,4
15537.535431324668,32559,27982758,860.4375,868.65,864.9375,859.0,855.5,4
15628.39531491374,32510,27937685,844.90625,849.35,853.5,854.5,850.75,4
15537.279003104677,32520,27958243,845.71875,851.4,847.25,855.625,858.5,4
15548.722439295592,32566,27974142,871.8125,885.0,883.6875,891.0,866.0,4
15531.569526418665,32558,27978870,852.09375,861.65,852.5625,861.5,859.5,4
15538.734214580234,32515,27947097,859.15625,849.2,844.5625,851.125,845.25,4
15582.066486939937,32560,27972815,859.96875,861.05,864.4375,862.75,839.25,4
15611.628539063044,32550,27979618,872.78125,869.35,873.75,862.125,882.25,4
15569.077285683114,32541,27965393,860.25,865.1,867.625,855.75,853.75,4
15622.720488951696,32487,27927582,851.78125,853.6,854.625,861.125,884.75,4
15587.8403833271,32569,27990746,852.34375,853.7,855.5625,870.75,858.5,4
15607.524875146633,32560,27986471,852.59375,865.3,859.0625,866.125,860.25,4
15565.622346495882,32598,28012869,864.25,860.4,865.6875,863.625,868.5,4
15583.48884788253,32580,28005109,867.46875,857.85,859.375,858.125,854.0,4
15586.937689007964,32494,27936456,863.59375,863.85,866.6875,877.375,905.75,4
15577.696396730209,32557,27987044,858.90625,856.75,853.9375,869.375,872.75,4
15585.475120845907,32580,28020319,867.4375,871.0,856.75,858.5,855.0,4
15566.126965804335,32523,27954563,864.0625,863.6,866.1875,866.875,838.0,4
15566.185303789329,32478,27915692,861.5,863.95,868.125,861.375,861.5,4
15556.566441193863,32470,27909510,867.71875,870.2,865.9375,866.375,860.5,4
15536.29541653107,32512,27957830,865.09375,869.9,867.75,865.875,861.25,4
15584.260505995338,32546,27979977,855.53125,852.2,854.25,855.5,863.75,4
15572.070142780656,32573,27995656,861.53125,862.75,862.8125,855.625,852.25,4
15537.354752551135,32522,27951112,852.9375,852.7,853.9375,860.25,855.5,4
15593.419545456432,32531,27959595,856.65625,853.2,851.0625,843.0,802.0,4
15542.089949044816,32497,27926580,858.21875,870.05,873.125,899.375,918.0,4
15604.921045109966,32530,27952222,855.4375,851.2,852.8125,869.25,864.25,4
15598.879727781909,32504,27927120,855.53125,858.4,863.6875,832.25,853.0,4
15622.761503893778,32513,27941273,852.75,848.25,855.9375,860.5,855.25,4
15535.368512975914,32602,28037618,870.0625,876.45,884.0,901.625,886.0,4
15569.489215206766,32535,27953398,870.53125,880.6,884.0,876.25,850.75,4
15561.825332005248,32496,27924859,849.75,834.35,830.8125,831.375,816.0,4
15571.483582560932,32586,28007403,862.4375,857.6,853.0625,859.625,847.75,4
15581.769503555466,32607,28017922,849.3125,847.85,853.0625,853.125,865.75,4
15610.818669915576,32566,27986389,861.25,869.1,879.5625,891.375,892.75,4
15572.84806192668,32571,27983754,870.25,874.15,874.8125,877.625,884.75,4
15620.16270648346,32567,28001744,856.8125,856.5,854.5625,847.25,845.75,4
15539.146766462723,32590,28005762,860.125,859.4,857.5,852.125,835.75,4
15573.22944540205,32544,27982267,866.96875,864.25,866.1875,868.875,868.5,4
15570.13230411079,32525,27958009,848.8125,844.55,846.3125,850.5,857.75,4
15596.158596487501,32490,27934166,854.84375,856.8,852.8125,847.75,838.5,4
15617.205960293679,32495,27937914,853.3125,846.65,837.125,838.5,830.0,4
15569.101711129855,32505,27941319,871.125,870.7,880.375,893.75,917.75,4
15614.911373058912,32594,28020436,859.46875,862.85,865.5625,873.625,879.25,4
15539.14410055091,32518,27939306,853.59375,858.9,856.25,858.25,862.25,4
15620.745391062697,32536,27963729,860.03125,852.2,850.1875,844.0,854.25,4
15627.09335827755,32535,27945789,874.875,883.55,881.6875,890.5,909.25,4
15546.431689127594,32515,27955638,853.25,849.45,858.9375,862.625,857.25,4
15610.409081202477,32539,27961844,872.03125,873.7,871.8125,862.625,870.0,4
15614.001891200378,32487,27903419,873.53125,884.5,879.5,874.5,860.0,4
15601.613693693616,32525,27954770,856.65625,855.8,857.375,844.25,863.0,4
15531.104643912633,32519,27948181,852.65625,849.2,847.9375,826.125,802.75,4
15589.137860015895,32644,28059518,856.84375,850.55,860.8125,852.125,831.5,4
15623.297747748673,32487,27923999,872.90625,869.15,863.0625,846.125,854.25,4
15533.349298071373,32576,28009352,848.96875,850.3,848.3125,836.0,807.75,4
15616.32265320244,32460,27893147,861.15625,865.0,870.0625,861.625,867.75,4
15590.348884383968,32537,27962562,870.5625,865.2,869.0625,868.375,858.25,4
15594.880078178223,32610,28033406,871.875,884.3,886.5,892.0,880.25,4
15625.069580473724,32530,27960569,858.03125,867.55,871.875,859.125,852.25,4
15569.452751533909,32525,27955661,855.6875,857.65,849.1875,828.125,816.0,4
15561.44765195384,32562,27995925,854.5625,855.95,857.0,856.0,848.75,4
15610.950491280351,32595,28002527,862.34375,854.25,855.625,851.75,853.75,4
15538.462221807713,32444,27879901,863.59375,856.05,859.125,831.25,830.25,4
15550.907253221192,32607,28030633,868.84375,873.4,883.0,880.375,895.25,4
