start_time,flow_size,mean_packet_size_20,mean_packet_size_16,mean_packet_size_8,mean_packet_size_4,mean_packet_size_32,coflow_id
2709928.4465383505,1062790,562.8,561.75,565.125,582.0,563.4375,447
2710000.8373597027,1054101,568.05,570.5625,568.0,561.0,566.46875,447
2709939.522897265,1059679,576.45,577.4375,591.0,592.5,573.15625,447
2709972.2012280105,1041500,567.2,563.5625,558.75,549.0,572.28125,447
2710003.2444124953,1089231,563.55,564.0,567.25,557.75,567.09375,447
2709968.2135053794,1083645,568.4,567.6875,564.5,564.0,565.625,447
2709956.941360209,1069866,560.5,566.125,561.875,552.25,561.78125,447
2709957.1349773183,1069291,575.85,575.875,574.625,580.75,577.46875,447
2709957.3216792773,1083155,560.65,558.5625,559.0,555.25,565.625,447
2709989.8331712564,1088720,563.45,559.625,567.375,568.75,560.65625,447
2709913.4943641177,1052068,576.85,577.5625,587.75,578.0,570.875,447
2709990.4814851377,1115530,559.8,565.375,569.625,566.5,565.09375,447
2709938.1036552293,1084714,569.2,568.8125,577.625,572.5,573.65625,447
2709970.39986906,1087517,568.05,569.875,571.375,554.5,572.5625,447
2709969.3028674256,1073501,573.35,572.1875,560.25,570.75,577.09375,447
2709951.9751497647,1095108,566.8,568.0625,567.25,574.0,566.625,447
2709917.7152107945,1066529,576.15,580.5,593.75,592.0,574.8125,447
2710007.7501853798,1089069,571.6,573.8125,575.125,592.25,569.21875,447
2709917.094007611,1077093,573.4,574.0,572.375,577.0,572.875,447
2709964.0445522717,1060247,586.3,587.125,586.5,604.0,583.5,447
2709945.1043434623,1097826,566.55,565.125,565.0,558.0,569.9375,447
2709987.125141934,1062268,571.6,573.1875,573.25,600.5,571.5,447
2709935.3533303533,1092347,576.15,574.25,571.625,572.0,571.03125,447
2710001.8705903613,1091282,577.1,580.0625,584.75,600.5,574.46875,447
2709960.63032318,1092494,575.0,569.375,577.125,587.25,570.8125,447
2709995.548329428,1074095,574.45,574.9375,564.5,555.0,569.78125,447
2709984.3496730914,1067800,583.45,582.625,579.5,578.5,577.59375,447
2709926.127244875,1067553,566.15,566.3125,560.375,553.25,570.21875,447
2709999.782342186,1059680,576.75,574.5625,568.875,561.25,570.75,447
2709978.968091776,1061903,566.15,562.5625,558.125,556.75,565.84375,447
2709929.6870633597,1083174,568.15,567.75,570.25,567.75,569.71875,447
2709931.5343691837,1088491,571.1,573.1875,564.625,556.25,569.84375,447
2709929.6812624712,1066013,574.9,571.1875,567.0,568.75,573.84375,447
2709937.572617951,1058868,568.0,569.4375,562.375,545.25,569.96875,447
2709916.544121187,1095026,574.4,573.3125,577.375,586.25,570.53125,447
2709991.43107668,1088743,580.45,577.875,573.75,564.25,575.46875,447
2709969.082876857,1085210,572.95,573.1875,572.875,569.5,573.40625,447
2710008.911184075,1065854,574.65,571.625,571.0,568.25,572.4375,447
2709991.379328136,1050062,570.4,566.4375,556.875,552.0,569.09375,447
2709962.348011579,1083388,577.05,572.0,566.625,567.0,573.78125,447
2710003.8704125057,1075277,567.05,574.5625,586.625,585.75,566.9375,447
2710004.9601473887,1097310,566.65,568.125,568.75,576.25,567.84375,447
2709978.8783714557,1073035,571.95,570.125,574.25,562.75,567.5,447
2710001.1991813774,1095857,569.1,563.1875,573.625,579.0,569.625,447
2709939.742063343,1058310,565.2,566.9375,565.625,541.0,566.21875,447
2710005.980436941,1094692,575.05,574.3125,577.125,573.25,574.84375,447
2709987.6141263703,1087586,562.05,568.5625,560.0,546.5,567.5,447
2709956.3481103843,1078055,564.85,562.125,571.875,575.75,569.96875,447
2709933.938071853,1070993,572.25,575.9375,567.125,567.5,566.59375,447
2709927.1713409876,1070795,569.7,564.375,565.5,579.0,567.46875,447
2709937.8871686393,1052128,570.35,569.125,570.75,575.0,568.25,447
2709926.220206233,1060317,573.05,573.5,573.125,582.25,575.125,447
2709999.329629746,1082011,576.85,582.375,590.875,589.25,574.8125,447
2709922.467363852,1079378,565.25,566.75,573.375,566.75,571.1875,447
2709929.2338702506,1078830,569.8,573.75,582.75,585.25,563.75,447
2709956.40773629,1090065,566.85,571.5,573.375,570.75,564.15625,447
2709916.4875627733,1071189,567.1,568.375,566.75,565.25,568.78125,447
2709969.597210141,1087434,565.4,568.75,570.0,558.25,564.59375,447
2709932.514392245,1063613,569.0,570.375,575.125,587.5,573.0625,447
2709924.4166272674,1098959,568.9,565.375,568.125,571.5,572.28125,447
2710000.199437968,1048561,571.3,569.3125,567.75,572.5,568.71875,447
2709989.6732980683,1117367,573.1,563.1875,561.25,559.25,580.28125,447
2709977.608003567,1102243,579.1,579.0625,572.375,577.25,580.59375,447
2709956.0756234154,1105620,564.45,559.8125,546.25,560.5,568.0,447
2709954.684507435,1087168,585.4,582.1875,581.5,600.75,576.34375,447
2709964.2286518635,1100494,566.85,564.75,566.25,574.5,570.21875,447
2709951.200704506,1060970,568.3,564.375,557.25,547.25,569.28125,447
2709954.787636311,1075811,565.35,566.875,567.125,560.25,570.65625,447
2710001.8330488577,1071417,564.9,562.75,570.0,578.0,567.40625,447
2709910.300598073,1096098,558.6,559.0,566.375,560.5,563.125,447
2709971.212232027,1070394,567.05,567.8125,571.875,576.5,568.65625,447
2709972.230944943,1068202,574.4,573.0,568.375,563.5,570.90625,447
2709941.2431819914,1062404,576.9,577.4375,586.375,581.75,573.125,447
2709917.1254695156,1082169,579.95,580.125,576.375,561.0,571.96875,447
2710003.288356642,1047369,570.0,568.6875,565.5,588.25,571.25,447
2709986.712851872,1072455,573.45,572.875,559.375,568.25,571.09375,447
2709968.7795239394,1089244,555.25,554.125,562.125,548.25,565.375,447
2709955.6263977815,1085499,561.35,557.8125,553.125,545.75,569.375,447
2709913.0293489187,1080580,564.9,564.0625,557.5,564.0,564.5625,447
2709949.3181192474,1057147,569.05,571.75,567.625,570.5,565.75,447
2709950.766920008,1085322,569.3,571.0,574.0,584.0,569.28125,447
2709956.7046218556,1078456,570.25,572.1875,569.75,569.5,573.4375,447
2709930.591650764,1089082,561.25,553.5625,552.5,548.0,566.5,447
2710001.4893185804,1099091,575.45,575.5,575.75,570.75,576.46875,447
2709910.109107117,1092527,570.65,570.4375,573.5,565.0,571.21875,447
2709910.290654851,1092909,568.9,567.5,557.5,563.25,569.25,447
2709979.441499237,1095127,557.45,556.375,564.125,556.75,556.71875,447
2709966.6559210224,1095996,569.0,568.625,570.5,577.75,570.09375,447
2709948.1913964157,1084019,579.05,576.6875,584.0,565.75,578.21875,447
2709955.0365890805,1086048,574.35,567.9375,570.75,551.75,575.3125,447
2709979.947654709,1057699,576.3,577.75,580.5,566.25,574.71875,447
2710004.051033358,1096501,574.15,575.0,574.75,560.0,572.53125,447
2710006.609369182,1061757,573.2,574.5,579.875,570.25,577.84375,447
2709963.693443646,1068321,568.65,569.1875,568.5,559.0,572.1875,447
2709911.851805661,1064285,569.7,570.3125,565.125,568.0,571.71875,447
2709988.2087181844,1062355,566.45,566.875,567.375,560.5,565.21875,447
2709948.799060278,1065443,572.5,571.25,568.75,572.0,575.5625,447
2709941.8204481555,1087187,558.6,559.0,555.875,543.25,558.125,447
2709950.110920179,1088517,567.65,569.4375,564.625,567.75,568.1875,447
2709937.613955045,1084754,570.45,577.8125,580.75,586.25,571.40625,447
2709945.1195758167,1092576,567.15,569.4375,563.0,559.5,571.6875,447
2709941.6983722686,1066897,574.35,578.125,582.5,583.25,566.8125,447
2709981.4440649534,1083233,566.25,564.875,566.625,571.5,565.6875,447
2709963.5252091317,1104425,563.2,562.3125,562.625,565.5,565.75,447
2709917.871565091,1083225,574.1,575.0,581.5,578.25,573.5625,447
2709933.1913063237,1061365,566.3,562.3125,560.875,558.25,566.71875,447
2709998.420174136,1080289,568.2,565.3125,550.0,553.25,566.40625,447
2709910.921577342,1086640,573.7,574.125,579.375,587.25,571.65625,447
2709968.4278187836,1092725,565.3,569.375,574.875,573.5,569.03125,447
2709928.636086747,1046239,572.15,569.25,562.625,553.0,569.96875,447
2709973.5205415725,1078668,568.15,570.6875,570.875,577.5,571.0,447
2709909.5113422647,1067177,564.95,568.0,590.625,577.0,566.75,447
2709996.8774629473,1066309,572.05,571.75,574.5,584.0,577.75,447
2709980.89010063,1068267,572.15,573.625,580.5,585.0,574.03125,447
2709931.602411723,1070431,566.75,569.8125,575.625,585.5,566.0625,447
2709945.7110145716,1087668,573.5,578.625,569.375,576.25,572.9375,447
2709952.003599936,1105680,568.55,570.0625,581.625,573.0,567.84375,447
2710004.9389479198,1081493,566.2,566.625,571.0,576.75,567.46875,447
2709950.26153898,1073453,569.85,573.3125,567.625,563.5,568.6875,447
2709947.592427003,1065506,572.4,574.8125,572.875,570.5,574.28125,447
2710004.4880041657,1048953,573.0,572.0625,561.875,552.5,572.0625,447
2709952.1244752132,1095876,568.5,571.1875,574.375,562.0,567.28125,447
2709990.521245829,1089068,572.25,573.4375,572.375,565.5,573.09375,447
2709967.7593183992,1062421,568.35,566.3125,556.25,553.5,566.15625,447
2709931.7555584693,1036486,574.85,573.375,573.625,581.25,569.59375,447
2709999.34068556,1079795,566.85,565.625,569.625,568.25,568.15625,447
2709966.853311717,1082288,575.85,578.375,571.75,565.5,575.46875,447
2709985.478816176,1060389,564.55,563.75,567.5,559.75,568.625,447
2709914.645172571,1087390,571.4,573.3125,559.625,564.25,569.59375,447
2709999.6734954794,1062245,574.9,579.125,584.375,577.75,576.1875,447
2709990.7483678763,1046526,577.3,571.3125,572.5,577.0,574.5,447
2709970.571496687,1085515,572.5,575.8125,585.625,602.25,575.40625,447
2709973.0479930523,1058854,572.1,576.5625,584.625,586.5,572.625,447
2709982.5548492027,1080891,578.55,581.5625,578.875,570.75,576.9375,447
2709996.017315765,1076572,567.7,567.5625,563.625,577.25,570.71875,447
2709950.7838909784,1049788,572.35,572.3125,583.125,573.0,574.75,447
2709930.8734331997,1078392,566.95,570.125,557.875,558.25,568.0625,447
2709913.254661989,1068363,577.8,578.9375,573.125,590.5,574.96875,447
2709935.9160354156,1087419,562.7,561.125,558.125,570.5,563.375,447
2709985.3531465894,1066558,571.2,570.4375,570.875,556.5,571.90625,447
2709966.3166083796,1079953,567.8,567.25,554.375,551.5,569.59375,447
2710006.654389663,1054115,562.55,560.125,554.125,542.75,565.40625,447
2709980.774608702,1054395,572.15,568.75,571.0,567.75,566.75,447
2709915.660589939,1067159,564.2,565.5625,567.75,571.75,571.9375,447
2709925.01365626,1077609,571.0,571.0625,575.5,558.0,569.15625,447
2709961.8567099054,1083575,579.65,583.0625,582.25,585.75,578.1875,447
2709976.569389404,1058883,561.2,560.0625,555.5,566.75,567.9375,447
2710007.6684614676,1098696,566.45,567.5,569.875,563.25,567.59375,447
2709987.433850229,1107576,571.05,569.875,582.25,595.75,571.125,447
2709927.2465015994,1058035,567.2,567.5625,569.375,581.5,562.71875,447
2709956.421749425,1072742,566.3,568.8125,568.0,553.25,565.0,447
2709934.6371456296,1080359,563.45,562.375,569.25,572.5,567.09375,447
2709934.2134508444,1057459,576.75,572.0,577.25,574.5,574.5625,447
2709934.2701954287,1080270,578.3,579.25,579.875,569.5,577.0,447
2709971.432348036,1076114,572.5,570.875,576.125,577.25,573.78125,447
2709959.401947555,1081274,569.1,567.375,567.75,566.25,568.34375,447
2709919.7686247877,1054287,562.8,562.1875,562.375,563.0,564.875,447
2709926.150224431,1064996,569.4,566.5625,565.0,566.5,565.65625,447
2710004.4185116906,1075210,576.15,579.4375,587.5,590.75,577.96875,447
2709943.0391596123,1044213,570.35,571.625,571.0,582.0,569.1875,447
2709963.0487974347,1079569,574.3,572.3125,561.5,559.25,569.59375,447
2709987.999567498,1073914,564.3,563.4375,564.0,566.0,565.28125,447
2709954.50952861,1066269,568.05,574.5625,574.75,577.75,564.875,447
2709998.0867219744,1074518,574.25,572.8125,573.875,563.25,572.84375,447
2709979.059286781,1059690,567.35,567.8125,582.875,593.25,569.28125,447
2709933.46390198,1066700,578.35,578.625,577.5,580.75,579.4375,447
2709963.943111634,1084305,568.45,567.75,566.0,572.75,563.625,447
2709981.911093186,1078675,569.75,576.9375,583.375,596.5,572.65625,447
2709996.6639349842,1078126,577.2,581.375,582.0,601.25,576.90625,447
2709989.179652337,1083721,567.1,570.4375,570.5,560.25,571.0,447
2709998.394656605,1081659,564.3,562.5625,573.875,574.0,567.46875,447
2709939.1056069406,1061472,571.0,574.6875,591.0,601.75,568.5625,447
2709934.583880452,1077218,571.9,571.125,577.125,559.75,569.1875,447
2709915.3565283865,1083716,571.35,571.0,563.625,557.75,572.40625,447
2709987.036165522,1083298,573.0,571.1875,562.25,563.5,573.03125,447
2709950.789755299,1071974,577.9,580.875,576.625,585.0,576.625,447
2709939.4087962606,1067397,570.35,573.25,578.5,578.25,571.34375,447
2709934.323795455,1108905,573.25,576.75,574.75,575.75,569.875,447
2709943.3057905687,1067461,572.3,570.4375,560.125,564.25,568.21875,447
2709929.1093222103,1072728,576.9,576.3125,564.625,567.75,575.09375,447
2709998.319909407,1089285,570.8,569.0,564.5,575.0,567.84375,447
2709920.602886651,1073424,571.85,574.6875,584.625,587.25,567.375,447
2709979.610500857,1078378,569.3,570.25,568.0,564.5,570.375,447
2709973.303381625,1060095,576.2,576.375,568.625,571.0,573.75,447
2709924.5738881505,1081492,560.05,556.8125,564.625,563.75,559.65625,447
2710007.2004292924,1080636,568.1,570.3125,568.25,567.75,565.28125,447
2710005.3087703837,1093940,581.4,584.0625,585.25,598.5,581.25,447
2709923.7744919565,1040983,573.35,573.8125,564.75,564.5,571.3125,447
2709986.733584123,1082971,572.65,570.9375,571.5,570.75,570.625,447
2709956.3336623767,1091265,570.85,572.4375,579.125,563.5,569.9375,447
2709924.0585703645,1080507,578.25,583.3125,589.125,598.25,573.25,447
2709967.1299005793,1067431,563.15,564.25,576.125,571.5,565.21875,447
2709973.8451067675,1073629,578.0,580.0,572.625,577.0,574.21875,447
2709967.966646413,1064959,570.55,569.0625,578.5,586.5,567.15625,447
2709986.803480757,1054764,568.7,563.875,573.375,581.25,573.3125,447
2709927.395114431,1034182,572.55,565.5,566.875,575.75,572.5625,447
2710002.405831413,1089307,573.55,574.1875,572.5,569.0,569.71875,447
2709976.983777813,1069270,567.1,566.25,571.0,576.0,565.21875,447
2709913.482192537,1070030,571.8,570.5,567.125,566.25,570.8125,447
2709964.157169045,1080779,573.6,573.0625,568.5,557.0,568.59375,447
2709937.5865401,1084161,570.0,571.0625,563.5,584.0,571.59375,447
2709952.8178095557,1069621,559.45,559.875,561.75,563.25,559.375,447
2709922.151962775,1079525,570.7,569.125,572.625,588.25,564.8125,447
2709932.1932547786,1083835,563.7,560.75,566.25,569.75,562.3125,447
2709960.118466575,1083793,569.6,568.9375,572.0,569.75,570.65625,447
2709980.6836045915,1051221,575.85,578.375,577.625,559.0,574.1875,447
2710002.334545349,1072855,561.9,562.0625,556.5,571.75,568.5,447
2709995.8424287187,1080313,573.25,573.9375,560.875,571.5,571.09375,447
2709940.07495827,1082565,565.05,559.6875,564.25,555.0,567.65625,447
2709972.2253364515,1092580,573.6,576.625,584.0,586.5,572.0625,447
2709973.6665651733,1077826,569.4,564.5625,562.375,562.0,572.09375,447
2709956.3301340383,1083768,567.65,562.3125,566.625,577.25,574.53125,447
2709965.153227548,1064956,565.85,566.25,558.5,566.5,565.5,447
2709955.6249628314,1075916,578.3,583.1875,586.625,590.75,569.875,447
2709943.804133133,1082688,579.5,576.5625,583.0,581.75,575.78125,447
2709949.953179797,1081227,579.05,579.0625,569.375,585.5,573.625,447
2709993.155674526,1062640,584.4,588.4375,581.625,568.5,581.03125,447
2709984.2321939357,1080334,569.3,571.125,575.375,576.0,569.8125,447
2709909.232330839,1065881,569.55,574.8125,567.75,552.5,563.84375,447
2709976.8815260613,1084235,570.65,571.0,566.0,566.75,572.96875,447
2709947.9585099565,1081429,567.4,563.0625,558.375,555.5,566.34375,447
2710000.6256661015,1077059,564.65,564.625,566.625,572.5,568.46875,447
2709979.358129652,1069310,566.15,564.75,556.75,564.75,564.84375,447
2709918.1333667943,1062595,569.5,566.5,570.125,555.0,574.90625,447
2709929.949610636,1068565,571.5,570.6875,572.75,563.75,568.875,447
2709965.979059502,1078381,565.05,566.375,568.125,574.75,567.375,447
2709916.267656637,1084478,576.85,576.25,577.625,570.5,577.1875,447
2709910.4919909877,1061170,563.7,565.875,572.375,576.75,564.84375,447
2709933.099783721,1080639,579.25,579.375,571.375,575.25,576.53125,447
2709937.7959775827,1059180,569.8,569.75,566.5,580.0,565.40625,447
2709921.1082504997,1057471,568.35,570.75,573.25,576.0,567.96875,447
2709981.365509722,1062458,561.8,557.625,556.75,539.75,568.75,447
2709991.050209797,1056838,576.95,580.3125,581.0,570.5,574.3125,447
2709970.32822651,1078112,568.3,572.875,574.5,568.75,571.84375,447
2709949.0281558814,1093121,568.0,564.8125,564.25,573.0,571.53125,447
2709957.745849893,1064839,573.95,579.75,585.875,593.75,572.78125,447
2709909.2865209477,1098568,567.1,563.875,561.625,558.75,568.1875,447
2709919.87414749,1101576,565.85,563.25,564.625,562.0,568.46875,447
2709914.721107597,1070279,578.3,577.1875,577.875,567.5,579.84375,447
2709989.034817001,1054209,573.75,579.0,580.375,574.75,573.875,447
2709911.3153007394,1080191,576.25,571.5625,581.75,582.25,574.8125,447
2709911.546043209,1062002,565.0,567.25,560.5,555.75,569.03125,447
2709994.244635398,1068841,566.75,567.375,570.125,571.5,572.15625,447
2709968.326521045,1047408,569.5,571.0,558.625,555.75,571.625,447
2709911.8104082323,1057625,581.45,583.125,584.125,577.25,581.75,447
2709981.5624187766,1082742,568.25,570.625,575.5,579.0,562.78125,447
2709957.254151663,1078007,569.85,567.75,556.875,544.5,568.3125,447
2709913.8534848657,1067513,567.45,564.9375,560.375,557.0,567.90625,447
2709964.794289189,1044667,567.9,569.6875,568.125,556.5,569.1875,447
2709947.6501738383,1047850,577.65,577.5,587.25,579.75,569.59375,447
2709991.745508386,1081083,561.95,562.125,555.0,555.75,565.75,447
2709916.6238766923,1078695,559.6,560.4375,558.5,562.75,562.90625,447
2709911.8666733783,1095975,565.1,565.1875,581.0,573.5,565.09375,447
2709937.42987921,1063350,563.6,559.375,561.75,565.25,565.40625,447
2709928.0148129202,1081314,565.95,562.625,554.25,558.75,564.28125,447
2709995.8334454126,1095337,567.05,568.4375,562.125,568.75,571.25,447
2709949.706132367,1051558,569.65,567.25,561.5,553.75,569.0,447
2709980.717617384,1062218,579.75,577.0625,580.625,571.75,576.34375,447
2710004.4224358625,1071200,561.95,562.375,557.375,557.75,567.75,447
2709988.9899535836,1063683,570.45,569.125,573.75,580.0,566.625,447
2709931.104792003,1079874,568.9,562.25,564.875,566.25,568.6875,447
2709918.8225136627,1070005,566.45,565.5625,570.625,579.25,565.71875,447
2709986.6902139154,1085484,571.95,575.0625,573.125,570.0,572.4375,447
2709933.135676051,1085865,571.7,569.6875,574.625,570.0,569.53125,447
2709992.6416564886,1087893,582.6,585.0625,578.875,591.5,576.34375,447
2709946.79211317,1060897,572.85,569.1875,567.125,560.25,570.25,447
2710000.097618737,1056369,573.85,575.25,566.875,575.5,571.28125,447
2709978.211417589,1075041,567.1,568.3125,567.625,577.0,568.96875,447
2709962.6526469397,1104639,566.4,563.9375,566.75,555.0,564.6875,447
2709981.691070267,1062588,566.6,565.5,566.25,576.0,565.75,447
2709960.444560111,1082260,577.2,579.625,594.25,590.0,574.25,447
2710004.033006827,1087839,577.6,575.125,574.375,578.5,575.96875,447
2709970.697492825,1085176,565.7,566.5625,570.5,583.25,564.03125,447
2709909.503401638,1083694,565.2,569.3125,560.5,558.0,568.0,447
2709984.904277919,1079497,566.85,567.625,574.625,572.25,566.625,447
2709990.200614343,1084205,562.05,561.875,563.5,568.25,567.96875,447
2709934.6880520247,1042781,562.55,565.375,570.125,576.0,568.84375,447
2709981.5190836764,1065003,568.15,564.8125,579.5,574.0,566.875,447
2709921.0221104515,1097156,552.05,557.1875,561.0,557.0,558.15625,447
2709919.8935943283,1099620,567.7,571.6875,560.25,564.25,561.09375,447
2709929.420000817,1065128,572.6,571.5625,570.875,569.25,573.625,447
2709949.992954172,1076216,571.8,565.25,570.0,558.75,573.9375,447
2709960.211846752,1102816,570.05,569.875,582.0,569.5,569.46875,447
2709918.842822462,1085829,568.9,568.0,574.5,592.75,571.84375,447
2709960.500975441,1049380,574.5,574.875,576.5,570.5,569.4375,447
2709957.4402998914,1081454,562.8,561.0625,560.0,547.5,566.8125,447
2709995.480168646,1084418,570.4,569.375,573.875,579.0,567.84375,447
2709996.983958592,1079481,568.25,564.9375,556.375,552.5,568.84375,447
2709953.6209701267,1094930,568.1,567.0625,569.25,562.5,572.625,447
2709963.7600579453,1080931,571.3,573.0625,576.125,567.75,575.65625,447
2709984.9459784925,1051581,579.7,577.25,576.75,554.5,575.5625,447
2709911.2868467923,1089982,574.85,576.5,580.0,582.0,570.75,447
2709937.4425192266,1091793,576.15,575.3125,577.25,570.25,573.28125,447
2709971.3654712937,1091310,574.7,573.3125,572.0,579.25,570.0625,447
2709966.4518302204,1097891,566.35,565.8125,568.75,571.25,572.46875,447
2709949.657984137,1088164,573.5,571.6875,564.875,554.0,569.1875,447
2709909.375293387,1083410,571.6,573.4375,574.125,579.5,573.5625,447
2709944.553883566,1056808,571.3,573.375,562.25,567.0,570.90625,447
2709996.317569765,1079117,570.4,568.0,575.375,581.0,568.0,447
2709975.1877275687,1055898,567.5,567.5,570.875,568.75,567.09375,447
2709925.2608955125,1085985,575.05,568.5625,568.0,564.75,570.375,447
2709958.880117479,1059805,561.8,559.5,557.75,546.75,568.125,447
2709943.869731438,1085451,567.3,570.375,564.25,577.0,567.0625,447
2709972.6746243187,1060353,559.65,561.3125,566.25,572.25,561.75,447
2709996.5414792052,1073909,571.5,570.8125,573.375,582.0,564.90625,447
2709974.9076984436,1086164,572.9,573.125,559.0,566.0,571.96875,447
2709926.3561769114,1046416,560.55,556.0625,558.625,555.25,556.90625,447
2710003.433077419,1051115,569.75,569.25,564.75,573.75,566.5625,447
2709930.1853980366,1086148,575.9,579.1875,583.625,572.0,570.96875,447
2709913.2205587104,1077826,570.0,570.5625,578.375,597.0,572.625,447
2709997.8777244184,1093321,574.3,579.0625,563.25,566.75,572.8125,447
2709986.5110135903,1078571,571.75,570.4375,552.875,556.25,574.0625,447
2709965.2842377136,1068925,567.65,568.625,566.5,564.0,567.875,447
2709974.203637404,1045124,571.25,569.9375,576.875,561.5,569.78125,447
2709913.9897790845,1092596,567.9,572.1875,568.625,573.75,559.6875,447
2709952.543227866,1056439,568.7,569.3125,561.125,561.0,575.15625,447
2709927.0247865394,1096900,566.9,568.1875,569.625,557.75,571.5,447
2709912.505445861,1068711,574.2,564.25,556.625,567.75,576.84375,447
2709974.8626599465,1057656,562.7,560.0625,564.5,563.25,565.1875,447
2709930.047286049,1062209,568.85,571.0,564.125,573.0,569.21875,447
2709961.4424930764,1072107,571.85,573.0625,578.25,569.75,572.0,447
2709970.5896305554,1071806,572.65,574.8125,569.75,578.0,569.09375,447
2709983.22230529,1076376,572.6,572.1875,565.25,570.0,572.40625,447
2709930.04742294,1076168,564.75,562.75,555.375,566.0,568.625,447
2709927.8661370547,1076955,568.65,570.9375,578.875,567.75,569.78125,447
2709931.745492139,1079459,570.85,569.0625,567.5,563.75,573.125,447
2709913.3546013287,1067258,570.0,567.1875,552.75,548.75,571.03125,447
2709950.532481473,1054341,567.95,567.125,570.875,570.0,571.96875,447
2709972.549017322,1080162,565.4,566.0,575.875,586.5,567.4375,447
2709957.6256225184,1074744,561.7,564.25,564.375,565.75,566.90625,447
2710000.916886118,1067799,572.7,572.25,584.75,588.0,567.65625,447
2709919.9952751556,1060725,569.4,569.0,574.625,576.5,567.15625,447
2709953.7452614233,1100545,575.75,574.5,565.0,569.75,571.34375,447
2709981.8355039326,1066003,557.95,554.125,559.875,565.5,558.03125,447
2709956.9349501412,1065480,569.4,566.5,574.0,588.5,566.28125,447
